2004		Quality	Units	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
Broad Beans	Broad	-	£/kg						1.27	0.98	0.96	1.09	1.22		
Brussels Sprouts	All Varieties	-	£/kg	0.49	0.49	0.48	0.58				0.97	0.94	1.00	0.94	0.90
Bulb Onions	Yellow	-	£/kg	0.15	0.17	0.15	0.16	0.16	0.18	0.23	0.27	0.25	0.24	0.26	0.24
	Red	-	£/kg	0.31	0.36	0.34	0.36	0.39	0.43	0.30	0.37	0.50	0.50	0.50	0.48
Cabbage	Red	-	£/kg	0.26	0.27	0.28	0.29	0.29	0.30	0.28	0.35	0.35	0.36	0.37	0.37
	Savoy	-	£/head	0.31	0.31	0.31	0.32	0.36	0.49	0.60	0.45	0.39	0.45	0.46	0.45
(reported as combined item before 2007)	Spring Greens - Loose	-	£/kg		0.44	0.55	0.50	0.44		0.55	1.00			0.44	0.48
	Spring Greens - Prepacked	-	£/kg	0.72	0.82	0.88	0.79	0.72	0.75	1.04	0.84	0.77	0.72	0.71	0.80
	Summer & Autumn-Pointed	-	£/kg	0.43	0.48		0.39	0.53	0.52	0.64	0.48	0.46	0.48	0.46	0.45
	Summer & Autumn Round	-	£/head	0.36	0.38			0.56	0.44	0.53	0.41	0.35	0.38	0.38	0.38
	White	-	£/kg	0.24	0.24	0.24	0.24	0.23	0.22	0.22	0.24	0.25	0.29	0.30	0.29
	Winter Other	-	£/head	0.29	0.29	0.30	0.30	0.33						0.48	0.41
Calabrese	All Varieties	-	£/kg	1.01					2.17	2.35	1.33	1.61	1.63	1.18	1.32
Capsicums	Green	1st	£/kg					1.40	1.50	0.81	0.84				1.05
	Green	2nd	£/kg							0.68	0.64	0.63	0.63	0.64	0.58
	Green	Ave	£/kg					1.40	1.50	0.72	0.67	0.63	0.63	0.64	0.64
	Red	1st	£/kg						1.53	0.83	1.18	1.10			
	Red	2nd	£/kg				1.00			0.65	0.63	0.75	0.77	0.69	0.67
	Red	Ave	£/kg				1.00		1.53	0.74	0.85	0.84	0.77	0.69	0.67
Carrots	Topped-Washed	-	£/kg	0.28	0.30	0.29	0.30	0.49	0.66	0.55	0.47	0.42	0.36	0.38	0.40
Cauliflowers	Kent	-	£/head	0.66	0.92	0.51	0.58	0.66	0.56	0.77	0.47	0.60	0.76	0.63	0.41
	All Other	-	£/head	0.63	0.92	0.46	0.50	0.66	0.58	0.68	0.49	0.60	0.76	0.60	0.65
Celery	All Washed	-	£/kg					0.60	0.82	0.72	0.71	0.67	0.63	0.63	0.64
Courgettes	All Varieties	-	£/kg							1.00	0.73	0.88	1.11		
Cucumbers	All Varieties	-	£/kg		1.27	0.97	0.60	0.77	0.71	0.72	0.59	0.66	0.72	0.53	
Beans	Dwarf, French or Kidney	-	£/kg							2.02	1.76	1.73	1.92		
Leeks	Trimmed	-	£/kg	0.74	0.86	0.89	0.83	0.96	1.38	1.23	1.13	1.03	0.99	0.99	0.97
Lettuce	Butterhead – Indoor	1st	£/head	0.31	0.34	0.36	0.35	0.33	0.30	0.29	0.30	0.29	0.30	0.35	0.37
	Butterhead – Indoor	2nd	£/head							0.26	0.26	0.26		0.30	
	Butterhead – Indoor	Ave	£/head	0.31	0.34	0.36	0.35	0.33	0.30	0.29	0.30	0.29	0.30	0.34	0.37
	Cos	1st	£/head					0.58	0.56	0.50	0.50	0.50	0.50	0.55	0.50
	Cos	2nd	£/head						0.30	0.30	0.31	0.32			
	Cos	Ave	£/head					0.58	0.56	0.49	0.50	0.50	0.50	0.55	0.50
	Crisp-Iceberg Type	1st	£/head					0.40	0.46	0.38	0.45	0.40	0.41	0.52	
	Crisp-Iceberg Type	2nd	£/head						0.29	0.24	0.28	0.25	0.35		
	Crisp-Iceberg Type	Ave	£/head					0.40	0.45	0.37	0.44	0.39	0.40	0.52	
	Little Gem	1st	£/twin	0.51	0.55	0.65	0.56	0.52	0.59	0.50	0.52	0.53	0.53	0.57	0.65
	Little Gem	2nd	£/twin						0.40	0.37	0.34	0.40			
	Little Gem	Ave	£/twin	0.51	0.55	0.65	0.56	0.52	0.59	0.50	0.52	0.53	0.53	0.57	0.65
Mushrooms	Button – Indoor	-	£/kg	1.05		1.10	1.69	1.61	1.63	1.77	1.79	1.59			
	Cup – Indoor	-	£/kg	1.10		1.05	1.10	1.10	1.37	2.05	2.38	2.06	1.68	1.75	1.74
	Flat – Indoor	-	£/kg	1.10	0.77	1.10	1.10	1.10	0.97	1.10	1.10			1.10	
Parsnips	All Varieties	-	£/kg	0.79	0.83	0.77	0.76	0.81	1.16	1.48	1.38	1.15	0.91	1.00	0.99
Rhubarb	Forced	-	£/kg	3.31	3.17	2.80	1.81	2.68	4.81						
	Outdoor	-	£/kg			1.79	1.20	0.92	0.92	0.99	1.13	1.12	1.10		
Runner Beans	Runner-Climbing	-	£/kg						7.72	3.29	1.68	1.62	1.80		
Salad Onions	Salad	-	£/bunch			0.28	0.25	0.23	0.24	0.25	0.23	0.24	0.24	0.21	
Shelling Peas	All Varieties	-	£/kg					2.45	2.00	1.60	1.21	1.64	1.73		
Spinach	Leaf - Loose/bunches	-	£/kg			1.18	1.32	0.87	0.87	0.84	0.73	0.74	1.00	0.81	
Swede	All Varieties	-	£/kg	0.28	0.28	0.29	0.29	0.32	0.48	0.87	0.60	0.49	0.52	0.50	0.50
Sweetcorn	All Varieties	-	£/cob								0.24	0.21	0.26	0.28	
Tomatoes	Round	1st	£/kg			2.50	1.05	1.00	0.87	0.86	0.82	0.94	1.02	0.80	0.54
	Round	2nd	£/kg			0.61	0.44	0.52	0.50	0.56	0.61	0.51	0.73	0.47	
	Round	Ave	£/kg			0.64	0.91	0.96	0.78	0.82	0.79	0.89	1.01	0.78	0.54
	Vine	1st	£/kg			2.50	1.26	1.16	1.05	0.95	0.96	0.96	1.14	0.95	0.58
	Vine	2nd	£/kg						0.67		0.58	0.33			
	Vine	Ave	£/kg			2.50	1.26	1.16	1.04	0.95	0.96	0.96	1.14	0.95	0.58
	Cherry	1st	£/kg					2.03	2.00	2.47	2.31	2.36	3.29	2.42	
	Cherry	2nd	£/kg					1.90							
	Cherry	Ave	£/kg					1.95	2.00	2.47	2.31	2.36	3.29	2.42	
	Plum	1st	£/kg					1.58	1.19	0.98	0.98	0.96	1.00	1.06	
	Plum	2nd	£/kg									1.00			
	Plum	Ave	£/kg					1.58	1.19	0.98	0.98	0.96	1.00	1.06	
Turnip	All Varieties	-	£/kg	0.81	0.89	0.83	0.69	1.71	1.54	1.22	0.96	1.01	1.00	1.01	0.98
Watercress	All Varieties	-	£/bunch	0.50	0.54	0.50	0.54	0.56	0.58	0.54	0.53	0.53	0.55	0.56	0.56
CUT FLOWERS															
Alstromeria	Indoor	-	£/bunch(1)	1.16	1.01	1.20	1.03	1.05	1.05	0.98	0.84	1.01	1.07	1.12	1.18
Chrysanthemums	Indoor-bloom	-	£/bloom				1.50					0.49	0.42	0.40	0.50
	Indoor-spray	-	£/spray		0.82	1.33	0.44	0.29	0.32	0.27	0.25	0.19	0.23	0.26	0.51
Gladioli	All Varieties	-	£/bunch(1)					1.75		0.72	0.61	0.52	0.53		
Irises	Indoor	-	£/bunch(1)		0.75	0.73	0.59	0.30	0.57	0.61	0.63	0.60	0.52	0.50	0.50
Narcissus-inc.Daffodils	Indoor		£/bunch(2)	0.52	0.51	0.46	0.36	0.33				0.65	0.55	0.56	0.62
Oriental Lilies	Homegrown	-	£/stem	0.58			0.50	0.86	0.69	0.62	0.54	0.57	0.63	0.56	0.63
Pinks	All Varieties	-	£/bunch(3)				1.18	0.41	0.36	0.41	0.47	0.54	0.47		
Tulips	Indoor	-	£/bunch(4)	0.83	0.83	0.82	0.78	0.73							1.05
POT PLANTS															
Begonia-Elatior	13cm	-	£ each		1.38	1.33	1.10	1.14	1.39	1.17	0.88	1.20	1.13	1.13	1.50
Cyclamen	13cm	-	£ each	1.16	1.04	1.20					1.02	0.87	0.87	0.99	1.04
Poinsettia	13cm	-	£ each												1.65
Chrysanthemum	13cm	-	£ each	1.31	1.35	1.36	1.35	1.20	1.34	1.22	1.18	1.21	1.31	1.24	1.36
2013		Quality	Units	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
FRUIT															
Blackberries	All Varieties	-	£/kg						9.60	5.95	5.03	3.92	4.81	7.41	
Blackcurrants	All Varieties	-	£/kg							4.44	4.06	4.00	3.60		
Cherries	Sweet Black	-	£/kg							2.90	2.63	2.75			
	Sweet White	-	£/kg							3.06	1.96				
Cooking Apples	Bramley’s Seedling	1st	£/kg	0.99	1.01	1.04	1.05	1.11	1.27	1.26	1.38	0.84	0.67	0.64	0.67
	Bramley’s Seedling	2nd	£/kg	0.63	0.64	0.62	0.59	0.71	0.72	0.84	0.71	0.58	0.48	0.47	0.44
	Bramley’s Seedling	Ave	£/kg	0.95	0.98	1.01	1.02	1.07	1.12	1.23	1.31	0.80	0.64	0.61	0.62
Damsons	All Varieties	-	£/kg								1.93	1.44	1.22		
Dessert Apples	Cox’s Orange-group	1st	£/kg	0.90	0.96	1.05	0.96					1.04	0.76	0.70	0.69
	Cox’s Orange-group	2nd	£/kg	0.54	0.57	0.62	0.62						0.49	0.47	0.44
	Cox’s Orange-group	Ave	£/kg	0.86	0.92	1.01	0.89					1.04	0.72	0.66	0.64
	Discovery	1st	£/kg								1.00	0.73	0.46		
	Discovery	2nd	£/kg									0.47	0.36		
	Discovery	Ave	£/kg								1.00	0.69	0.44		
	Egremont Russet	1st	£/kg	0.82	0.88	0.96						1.00	0.76	0.70	0.71
	Egremont Russet	2nd	£/kg	0.57	0.56	0.64							0.57	0.48	0.52
	Egremont Russet	Ave	£/kg	0.79	0.86	0.93						1.00	0.75	0.67	0.69
	Spartan	1st	£/kg	0.61									0.79	0.76	0.58
	Spartan	2nd	£/kg										0.46	0.46	0.47
	Spartan	Ave	£/kg	0.61									0.78	0.75	0.57
	Worcester Pearmain	1st	£/kg									0.76	0.60	0.47	
	Worcester Pearmain	2nd	£/kg									0.39	0.46		
	Worcester Pearmain	Ave	£/kg									0.74	0.58	0.47	
	Red Pippin	1st	£/kg											0.66	
	Red Pippin	2nd	£/kg												
	Red Pippin	Ave	£/kg											0.66	
	Gala	1st	£/kg	0.81	0.91	0.69	0.82	0.77				1.09	0.68	0.67	0.65
	Gala	2nd	£/kg	0.46	0.72								0.44	0.44	0.42
	Gala	Ave	£/kg	0.80	0.91	0.69	0.82	0.77				1.09	0.66	0.63	0.61
	Other Early Season	-	£/kg								0.54	0.61	0.60	0.48	
	Other Mid Season	-	£/kg	0.69	0.73	0.61						0.61	0.62	0.71	0.71
	Other Late Season	-	£/kg	0.75	0.80	0.83	0.77						0.48	0.69	0.71
	Jonogold – group	1st	£/kg										0.68	0.61	0.50
	Jonogold – group	2nd	£/kg												
	Jonogold – group	Ave	£/kg										0.68	0.61	0.50
Gooseberries	All Varieties	-	£/kg						4.04	2.68	2.63	1.98			
Pears	Conference	1st	£/kg	0.68	0.74	0.84	0.86	0.89	0.99			0.86	0.65	0.66	0.65
	Conference	2nd	£/kg	0.46	0.50	0.66	0.62	0.73			0.43	0.57	0.46	0.42	0.44
	Conference	Ave	£/kg	0.64	0.70	0.77	0.76	0.87	0.99		0.43	0.83	0.61	0.60	0.60
	Doyenne Du Comice	1st	£/kg	0.79	0.76	0.83							0.79	0.73	0.66
	Doyenne Du Comice	2nd	£/kg	0.46	0.50								0.49	0.46	0.44
	Doyenne Du Comice	Ave	£/kg	0.73	0.72	0.83							0.71	0.69	0.65
	William’s Bon Chretien	1st	£/kg									0.85			0.50
	William’s Bon Chretien	2nd	£/kg										0.46		
	William’s Bon Chretien	Ave	£/kg									0.85	0.46		0.50
	Other	1st	£/kg									0.66	0.60	0.49	0.53
	Other	2nd	£/kg											0.48	0.40
	Other	Ave	£/kg									0.66	0.60	0.49	0.50
Plums and Gages	Czar	-	£/kg								0.76	0.83			
	Majorie’s Seedling	-	£/kg									0.82	0.99		
	Victoria	-	£/kg									1.16	1.19		
	Other Varieties	-	£/kg								1.30	0.99			
Raspberries	All Varieties	-	£/kg						8.42	6.44	5.43	6.69	6.86	7.61	6.41
Redcurrants	All Varieties	-	£/kg								4.73	5.06			
Strawberries	All Varieties	1st	£/kg				4.08	3.01	2.36	2.14	2.02	2.52	1.80	2.13	
	All Varieties	2nd	£/kg				2.87	1.46	1.19	1.02	0.98	1.28	1.13	1.16	1.16
	All Varieties	Ave	£/kg				3.59	2.23	1.78	1.71	1.81	2.23	1.55	1.52	1.16
VEGETABLES															
Asparagus	All Varieties	-	£/kg				9.61	7.66	5.55	7.08		11.71	11.50		
Beetroot	Topped	-	£/kg	0.37	0.35	0.36	0.38	0.42	0.53	0.58	0.45	0.39	0.37	0.37	0.36
Broad Beans	Broad	-	£/kg						2.22	1.30	1.11	1.23	1.43		
Brussels Sprouts	All Varieties	-	£/kg	0.82	0.75	0.89					1.23	0.93	0.74	0.61	0.61
Bulb Onions	Yellow	-	£/kg	0.25	0.27	0.26	0.29	0.32	0.40	0.40	0.41	0.33	0.30	0.32	0.30
	Red	-	£/kg	0.46	0.46	0.47	0.46	0.47	0.50	0.51	0.42	0.43	0.47	0.47	0.44
Cabbage	Red	-	£/kg	0.37	0.37	0.39	0.40	0.46	0.59	0.71	0.52	0.41	0.34	0.33	0.30
	Savoy	-	£/head	0.44	0.40	0.45	0.48	0.28	0.46	0.39	0.35	0.33	0.33	0.33	0.34
(reported as combined item before 2007)	Spring Greens - Loose	-	£/kg		1.01		1.53	1.02	0.61	0.48	0.41	0.54	0.51		
	Spring Greens - Prepacked	-	£/kg	1.02	1.43	1.58	1.87	1.35	0.88	0.59	0.49	0.53	0.58	0.58	0.64
	Summer & Autumn-Pointed	-	£/kg	0.46				0.92	0.59	0.46	0.41	0.41	0.38	0.39	0.43
	Summer & Autumn Round	-	£/head	0.40	0.48	0.43	0.44	0.57	0.46	0.34	0.33	0.33	0.32	0.33	0.33
	White	-	£/kg	0.30	0.29	0.31	0.33	0.36	0.40	0.36	0.33	0.31	0.28	0.27	0.25
	Winter Other	-	£/head	0.41	0.41	0.41	0.42	0.49				0.33	0.35	0.32	0.32
Calabrese	All Varieties	-	£/kg						1.71	0.97	0.99	1.17	1.04	1.00	2.06
Capsicums	Green	1st	£/kg						1.53	1.21	0.95	0.92			0.87
	Green	2nd	£/kg						1.10	0.80	0.82	0.74	0.59	0.49	0.49
	Green	Ave	£/kg						1.24	1.04	0.83	0.77	0.59	0.49	0.53
	Red	1st	£/kg						1.38	0.93	0.83	0.80			0.83
	Red	2nd	£/kg						0.92	0.77	0.74	0.59	0.51	0.46	0.45
	Red	Ave	£/kg						1.18	0.84	0.76	0.62	0.51	0.46	0.50
Carrots	Topped-Washed	-	£/kg	0.41	0.40	0.38	0.42	0.47	0.59	0.48	0.38	0.37	0.33	0.31	0.30
Cauliflowers	Kent	-	£/head	0.49	0.56	0.87	0.75	0.67	0.79	0.38	0.41	0.57	0.42	0.53	0.83
	All Other	-	£/head	0.51	0.48	0.67	0.46	0.51	0.70	0.38	0.36	0.57	0.41	0.53	0.80
Celery	All Washed	-	£/kg						0.98	0.81	0.72	0.65	0.59	0.58	0.57
Courgettes	All Varieties	-	£/kg						0.80	0.74	0.73	1.00	0.93		
Cucumbers	All Varieties	-	£/kg		1.04	1.11	0.66	0.75	0.69	0.77	0.82	0.73	0.60	0.57	
Beans	Dwarf, French or Kidney	-	£/kg							2.56	1.84	1.49	1.49	1.45	
Leeks	Trimmed	-	£/kg	1.10	1.12	1.44	1.63	1.24	1.15	1.15	1.02	0.94	0.87	0.82	0.86
Lettuce	Butterhead – Indoor	1st	£/head	0.38	0.38	0.36	0.34	0.35	0.32	0.30	0.29	0.31	0.30	0.30	0.31
	Butterhead – Indoor	2nd	£/head	0.38	0.30	0.30	0.29	0.30	0.25	0.26	0.25	0.28	0.24	0.25	0.28
	Butterhead – Indoor	Ave	£/head	0.38	0.38	0.36	0.33	0.35	0.32	0.29	0.29	0.31	0.30	0.30	0.31
	Cos	1st	£/head					0.69	0.56	0.45	0.42	0.47	0.50	0.48	
	Cos	2nd	£/head						0.33	0.30	0.33	0.35	0.35	0.40	
	Cos	Ave	£/head					0.69	0.55	0.44	0.41	0.45	0.49	0.47	
	Crisp-Iceberg Type	1st	£/head					0.60	0.47	0.32	0.37	0.40	0.34	0.31	
	Crisp-Iceberg Type	2nd	£/head						0.29	0.20	0.24	0.28	0.25	0.23	
	Crisp-Iceberg Type	Ave	£/head					0.60	0.45	0.31	0.36	0.38	0.32	0.29	
	Little Gem	1st	£/twin	0.61	0.60	0.55	0.52	0.72	0.56	0.48	0.48	0.51	0.50	0.54	0.57
	Little Gem	2nd	£/twin					0.51	0.37	0.34					
	Little Gem	Ave	£/twin	0.61	0.60	0.55	0.52	0.72	0.56	0.47	0.48	0.51	0.50	0.54	0.57
Mushrooms	Button – Indoor	-	£/kg							1.25	1.51	1.69	1.70	1.73	1.76
	Cup – Indoor	-	£/kg	1.74	1.81	1.90	1.89	1.87	1.66	1.47	1.58	1.71	1.70	1.79	1.85
	Flat – Indoor	-	£/kg							1.82		1.21	1.05		1.73
Parsnips	All Varieties	-	£/kg	0.97	0.92	0.96	0.98	1.02	1.03	1.20	1.23	1.16	0.94	0.91	0.93
Rhubarb	Forced	-	£/kg	3.74	3.21	3.24	4.25	3.75							
	Outdoor	-	£/kg			2.20	2.18	1.18	0.96	1.08	1.37	1.11	1.06	1.05	
Runner Beans	Runner-Climbing	-	£/kg							2.83	1.79	1.43	1.19	1.10	
Salad Onions	Salad	-	£/bunch					0.30	0.31	0.28	0.27	0.26	0.25	0.20	
Shelling Peas	All Varieties	-	£/kg						2.18	1.30	1.28	1.45	2.31		
Spinach	Leaf - Loose/bunches	-	£/kg		2.00	1.00		0.81	0.88	0.83	0.74	0.75	0.70	0.65	0.70
Swede	All Varieties	-	£/kg	0.51	0.48	0.47	0.49	0.56	0.81	0.74	0.50	0.44	0.39	0.36	0.35
Sweetcorn	All Varieties	-	£/cob								0.22	0.16	0.18		
Tomatoes	Round	1st	£/kg			2.29	1.31	1.09	0.83	0.87	0.72	0.80	0.83	0.71	0.91
	Round	2nd	£/kg			1.16	0.57	0.63	0.47	0.60	0.37	0.48	0.55	0.47	
	Round	Ave	£/kg			1.44	1.27	1.07	0.80	0.86	0.70	0.75	0.77	0.69	0.91
	Vine	1st	£/kg			2.25	1.67	1.28	0.93	1.14	0.92	0.81	0.87	0.92	0.91
	Vine	2nd	£/kg					0.67	0.59	0.65	0.60	0.47	0.50		
	Vine	Ave	£/kg			2.25	1.67	1.27	0.87	1.06	0.91	0.74	0.82	0.92	0.91
	Cherry	1st	£/kg					2.18	2.53	2.30	2.16	2.07	2.09	1.95	2.18
	Cherry	2nd	£/kg					1.60	1.48	1.60		1.54	1.50		0.76
	Cherry	Ave	£/kg					2.06	2.38	2.23	2.16	2.05	2.07	1.95	1.65
	Plum	1st	£/kg				1.60		0.91	1.16	0.99	0.93	0.85	1.00	0.91
	Plum	2nd	£/kg												
	Plum	Ave	£/kg				1.60		0.91	1.16	0.99	0.93	0.85	1.00	0.91
Turnip	All Varieties	-	£/kg	0.90	0.88	0.90	0.78	1.01	1.31	1.10	0.64	0.70	0.69	0.77	0.73
Watercress	All Varieties	-	£/bunch	0.62	0.60	0.56	0.54	0.52	0.53	0.55	0.52	0.52	0.51	0.53	0.54
CUT FLOWERS															
Alstromeria	Indoor	-	£/bunch(1)	0.98	1.19	1.25	1.13	0.96	1.10	0.95	0.96	0.96	1.02	1.09	1.12
Chrysanthemums	Indoor-bloom	-	£/bloom							0.32	0.28	0.44	0.36	0.37	0.83
	Indoor-spray	-	£/spray	0.19			0.12	1.45	0.64	1.09	0.27	0.24	0.21	0.18	0.76
Gladioli	All Varieties	-	£/bunch(1)					0.58	0.40	0.85	0.68	0.56	0.65	0.45	
Irises	Indoor	-	£/bunch(1)	1.00	0.50	0.60	0.64	0.61	0.48			0.55	0.56	0.55	
Narcissus-inc.Daffodils	Indoor		£/bunch(2)	0.53	0.45	0.50	0.53						0.53	0.49	0.60
Oriental Lilies	Homegrown	-	£/stem	1.19	1.62		0.59	0.90	0.71	0.60	0.52	0.58	0.64	0.63	0.65
Pinks	All Varieties	-	£/bunch(3)					1.05	0.35	0.37	0.38	0.58	0.28		
Tulips	Indoor	-	£/bunch(4)	0.88	0.80	0.91	0.86	0.73							
POT PLANTS															
Begonia-Elatior	13cm	-	£ each	1.13	1.19	1.15	1.11	1.28	1.31	1.24	1.16	1.25	1.23	1.25	1.22
Cyclamen	13cm	-	£ each	1.06	1.14							1.25	1.22	1.25	1.51
Poinsettia	13cm	-	£ each											4.00	2.22
Chrysanthemum	13cm	-	£ each	1.13	1.20	1.19	1.21	1.30	1.31	1.27	1.24	1.25	1.25	1.25	1.30
2014		Quality	Units	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
FRUIT															
Blackberries	All Varieties	-	£/kg						4.82	3.98	4.64	5.02			
Blackcurrants	All Varieties	-	£/kg							7.08	4.87				
Cherries	Sweet Black	-	£/kg						4.03	3.35	4.22				
	Sweet White	-	£/kg												
Cooking Apples	Bramley’s Seedling	1st	£/kg	0.74	0.72	0.74	0.75	0.77	0.72	0.74	0.63	0.58	0.58	0.59	0.63
	Bramley’s Seedling	2nd	£/kg	0.47	0.46	0.49	0.46	0.47	0.48	0.47	0.44	0.42	0.39	0.41	0.41
	Bramley’s Seedling	Ave	£/kg	0.68	0.67	0.70	0.70	0.70	0.66	0.67	0.61	0.56	0.55	0.56	0.59
Damsons	All Varieties	-	£/kg								1.60	1.34	1.37	0.91	0.87
Dessert Apples	Cox’s Orange-group	1st	£/kg	0.76	0.73	0.89	0.85	0.94			1.03	0.75	0.66	0.66	0.68
	Cox’s Orange-group	2nd	£/kg	0.46	0.48	0.54	0.51	0.55				0.44	0.41	0.41	0.45
	Cox’s Orange-group	Ave	£/kg	0.70	0.68	0.85	0.80	0.91			1.03	0.74	0.64	0.62	0.65
	Discovery	1st	£/kg								0.62	0.50	0.54		
	Discovery	2nd	£/kg								0.46	0.40			
	Discovery	Ave	£/kg								0.61	0.49	0.54		
	Egremont Russet	1st	£/kg	0.71	0.72	0.81	0.83	0.78			0.88	0.78	0.65	0.71	0.71
	Egremont Russet	2nd	£/kg	0.46	0.51	0.52	0.61	0.59			1.07	0.50	0.44	0.45	0.45
	Egremont Russet	Ave	£/kg	0.68	0.70	0.77	0.81	0.77			0.93	0.76	0.62	0.69	0.69
	Spartan	1st	£/kg	0.65	0.65							0.84	0.63	0.59	0.59
	Spartan	2nd	£/kg	0.30	0.51								0.33	0.61	0.42
	Spartan	Ave	£/kg	0.62	0.64							0.84	0.62	0.60	0.59
	Worcester Pearmain	1st	£/kg								0.84	0.66	0.50	0.49	
	Worcester Pearmain	2nd	£/kg												
	Worcester Pearmain	Ave	£/kg								0.84	0.66	0.50	0.49	
	Red Pippin	1st	£/kg	0.53											
	Red Pippin	2nd	£/kg												
	Red Pippin	Ave	£/kg	0.53											
	Braeburn	1st	£/kg			0.71	0.63	0.81					0.63	0.65	0.62
	Braeburn	2nd	£/kg			0.55	0.52	0.55					0.44	0.47	0.51
	Braeburn	Ave	£/kg			0.70	0.63	0.72					0.63	0.65	0.62
	Gala	1st	£/kg	0.69	0.72	0.80	0.79	0.74				0.69	0.63	0.67	0.64
	Gala	2nd	£/kg	0.15	0.45	0.56	0.50	0.50					0.44	0.49	0.49
	Gala	Ave	£/kg	0.69	0.70	0.79	0.75	0.72				0.69	0.63	0.66	0.63
	Other Early Season	-	£/kg								0.71	0.59	0.47	0.55	
	Other Mid Season	-	£/kg	0.70	0.77								0.56	0.52	0.49
	Other Late Season	-	£/kg	0.74	0.67	0.67	0.71	0.63					0.54	0.63	0.60
	Jonogold – group	1st	£/kg		0.51								0.56	0.58	0.58
	Jonogold – group	2nd	£/kg											0.46	
	Jonogold – group	Ave	£/kg		0.51								0.56	0.57	0.58
Gooseberries	All Varieties	-	£/kg						3.79	2.59	1.50	1.10			
Pears	Conference	1st	£/kg	0.65	0.59	0.58	0.57	0.52	1.04	0.60	0.82	0.59	0.49	0.52	0.52
	Conference	2nd	£/kg	0.38	0.43	0.49	0.46	0.42	0.37	0.47	0.50	0.44	0.39	0.40	0.38
	Conference	Ave	£/kg	0.60	0.54	0.55	0.54	0.51	0.82	0.52	0.82	0.57	0.47	0.49	0.49
	Doyenne Du Comice	1st	£/kg	0.68	0.66	0.72	0.62					0.65	0.66	0.62	0.64
	Doyenne Du Comice	2nd	£/kg	0.44	0.48	0.55	0.44					0.44	0.45	0.45	0.44
	Doyenne Du Comice	Ave	£/kg	0.67	0.63	0.70	0.58					0.64	0.65	0.60	0.61
	William’s Bon Chretien	1st	£/kg										0.60	0.60	
	William’s Bon Chretien	2nd	£/kg												
	William’s Bon Chretien	Ave	£/kg										0.60	0.60	
	Other	1st	£/kg	0.53	0.49								0.42	0.52	0.37
	Other	2nd	£/kg	0.41	0.43								0.40	0.28	0.27
	Other	Ave	£/kg	0.50	0.48								0.42	0.42	0.34
Plums and Gages	Czar	-	£/kg												
	Majorie’s Seedling	-	£/kg								0.98	1.04	0.96		
	Victoria	-	£/kg								1.34	1.46			
	Other Varieties	-	£/kg							1.18	1.12	1.00			
Raspberries	All Varieties	-	£/kg					8.64	5.09	5.80	7.48	5.97	7.43	6.22	
Redcurrants	All Varieties	-	£/kg												
Strawberries	All Varieties	1st	£/kg				2.06	2.47	1.92	2.52	2.33	2.60	2.74	2.65	
	All Varieties	2nd	£/kg			1.96	1.35	1.18	0.90	1.16	1.24	1.25	1.18	1.10	
	All Varieties	Ave	£/kg			1.96	1.60	1.88	1.53	2.25	2.18	2.35	2.21	2.36	
VEGETABLES															
Asparagus	All Varieties	-	£/kg			11.46	8.45	5.54	6.13	7.08					
Beetroot	Topped	-	£/kg	0.35	0.35	0.36	0.16	0.16	0.18	0.17	0.17	0.17	0.17	0.16	0.15
Broad Beans	Broad	-	£/kg					1.76	1.41	1.04	1.08	1.07	1.11		
Brussels Sprouts	All Varieties	-	£/kg	0.55	0.51	0.51	0.25				0.47	0.39	0.33	0.27	0.26
Bulb Onions	Yellow	-	£/kg	0.35	0.30	0.29	0.35	0.40	0.38	0.36	0.29	0.26	0.26	0.25	0.25
	Red	-	£/kg	0.47	0.45	0.44	0.42	0.44	0.31	0.45	0.52	0.44	0.51	0.46	0.44
Cabbage	Red	-	£/kg	0.31	0.31	0.33	0.34	0.39	0.41	0.37	0.32	0.32	0.32	0.31	0.30
	Savoy	-	£/head	0.32	0.34	0.34	0.35		0.44	0.41	0.38	0.39	0.37	0.35	0.35
(reported as combined item before 2007)	Spring Greens - Loose	-	£/kg							0.46	0.69				
	Spring Greens - Prepacked	-	£/kg	0.74	0.77	0.95	0.83	0.73	0.62	0.53	0.55	0.59	0.58	0.57	0.60
	Summer & Autumn-Pointed	-	£/kg				0.53	0.48	0.43	0.44	0.44	0.46	0.45	0.46	
	Summer & Autumn Round	-	£/head	0.32	0.31	0.32	0.29	0.40	0.35	0.34	0.33	0.34	0.34	0.33	0.32
	White	-	£/kg	0.24	0.25	0.26	0.25	0.28	0.30	0.28	0.26	0.28	0.28	0.26	0.26
	Winter Other	-	£/head	0.35	0.34	0.35	0.31	0.31						0.36	0.34
Calabrese	All Varieties	-	£/kg	2.40				0.59	0.55	0.61	0.67	0.53	0.45	0.49	
Capsicums	Green	1st	£/kg			1.00		1.33	1.15	0.83	0.67	0.86		0.64	
	Green	2nd	£/kg					0.84	1.15	0.58	0.46	0.54		0.41	
	Green	Ave	£/kg			1.00		1.14	1.15	0.68	0.51	0.58		0.52	
