ALPHAIND,LEA,ESTAB,URN,SCHNAME,SCHNAME_AC,NFTYPE,TABKS2,PTPRIORLO,PTPRIORAV,PTPRIORHI,ATT8SCR,ATT8SCRENG,ATT8SCRMAT,ATT8SCREBAC,ATT8SCROPENG,PTL2BASICS_LL_PTQ_EE,PTL2BASICS_3YR_PTQ_EE,ATT8SCR_LO,ATT8SCR_AV,ATT8SCR_HI,ATT8SCR_15,PTEBACC_15_PTQ_EE,PTAC5EM_PTQ_EE
5500,305,6003,101683,Bishop Challoner School, ,IND,0,NP,NP,NP,59.2,12.3,11.6,17.8,17.5,78%,77%,NP,NP,NP,NA,24%,70%
5540,305,4604,136466,Bishop Justus CofE School, ,ACC,0,10%,59%,30%,53.6,11.1,10.7,14.7,16,73%,69%,36.9,52.2,62,NA,34%,65%
7886,305,6073,101692,Bromley High School, ,IND,0,NP,NP,NP,46.1,6.5,0.1,20.3,19.1,0%,64%,NP,NP,NP,NA,44%,0%
8474,305,5400,136709,Bullers Wood School, ,ACC,0,9%,41%,50%,58,12.2,11.3,17,17.5,83%,79%,38.4,52.6,66.2,NA,54%,81%
10538,305,5409,136545,Charles Darwin School, ,ACC,0,21%,55%,25%,49.9,10.6,9.9,13.4,11.1,66%,63%,34.6,50.9,61.9,NA,23%,57%
11284,305,5408,136467,Chislehurst School for Girls, ,ACC,0,10%,62%,28%,50,11.2,9.9,12.1,10.8,68%,67%,28.5,47.6,63.5,NA,23%,62%
12922,305,5401,136464,Coopers School, ,ACC,0,12%,58%,30%,49.2,11,9.6,13.7,13.5,64%,56%,28.4,47.6,60.5,NA,24%,55%
14418,305,5418,136355,Darrick Wood School, ,ACC,0,9%,55%,37%,57.3,11.5,11.1,15.7,12.1,82%,76%,35.9,54.2,66.8,NA,48%,77%
14468,305,6077,101695,Darul Uloom London, ,IND,0,NP,NP,NP,59.7,10.4,13.2,19.5,16.6,80%,61%,NP,NP,NP,NA,42%,80%
17174,305,6074,101693,Eltham College, ,IND,0,NP,NP,NP,31.4,0,0,20.6,8.3,0%,0%,NP,NP,NP,NA,0%,0%
18154,305,6007,101685,Farringtons School, ,IND,0,NP,NP,NP,35.5,0,11.2,9.8,9.4,0%,18%,NP,NP,NP,NA,0%,0%
27550,330,4301,103522,John Willmott School, ,CY,0,25%,55%,20%,45.6,11.1,8.3,10.6,10.3,48%,50%,31,47.5,58.1,NA,8%,41%
28192,330,6017,141242,Kimichi School, ,IND,0,NP,NP,NP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NP,NP,NP,NA,NA,SUPP
28262,330,5408,137043,King Edward VI Aston School, ,ACC,0,0%,3%,97%,69.6,13.3,14.4,21.8,13.6,99%,99%,NE,SUPP,70.4,NA,0%,99%
28264,330,5407,137045,King Edward VI Camp Hill School for Boys, ,ACC,0,0%,0%,100%,77.4,15.5,15.7,23.6,11.7,100%,100%,NE,NE,77.3,NA,0%,100%
28266,330,5406,137044,King Edward VI Camp Hill School for Girls, ,ACC,0,0%,0%,100%,74.9,15.1,14.7,22.7,22.1,100%,100%,NE,NE,74.9,NA,90%,100%
28276,330,5405,137046,King Edward VI Five Ways School, ,ACC,0,0%,1%,99%,73.6,14.9,14.9,22.2,21.5,100%,100%,NE,SUPP,74,NA,86%,99%
28282,330,5404,137047,King Edward VI Handsworth School, ,ACC,0,0%,2%,98%,71.8,14.6,14.4,21.8,21,100%,99%,NE,SUPP,72.1,NA,95%,100%
28286,330,6077,103585,King Edward VI High School for Girls, ,IND,0,NP,NP,NP,41.9,0.1,0,23.2,8.5,0%,0%,NP,NP,NP,NA,0%,0%
28298,330,6906,136152,King Edward VI Sheldon Heath Academy, ,AC,0,25%,59%,17%,49.9,10.6,9.8,14.6,13.6,60%,59%,38.6,51.2,62.5,48.6,39%,58%
28310,330,6076,103584,King Edward's School, ,IND,0,NP,NP,NP,37.4,7.3,3,17.2,9.2,19%,6%,NP,NP,NP,NA,0%,0%
28366,330,4020,141943,King Solomon International Business School, ,F,1, , , , , , , , , , , , , ,NA,NA, 
28482,330,4063,103486,Kings Heath Boys, ,CY,0,22%,54%,24%,48.9,9.4,10.1,12.8,9.3,61%,57%,38.8,50.9,54.8,NA,7%,57%
28550,330,5415,103562,King's Norton Boys' School, ,FD,0,17%,53%,30%,52.3,11,10.2,15.2,14.6,68%,65%,36,52,62.7,NA,18%,66%
28552,330,5414,136590,Kings Norton Girls' School, ,ACC,0,9%,49%,42%,59.5,12.9,11.3,16.8,17.4,83%,78%,32,56.7,68.9,NA,41%,77%
31682,330,4057,139157,Lordswood Boys' School, ,ACC,0,31%,53%,16%,38.9,8.1,7.9,10.3,9.5,35%,26%,22.8,41.3,60.5,NA,3%,31%
31684,330,4060,136592,Lordswood Girls' School and Sixth Form Centre, ,ACC,0,19%,58%,22%,53.9,10.8,10.2,14.5,12.3,68%,68%,29.8,56.3,67.8,NA,32%,68%
32524,330,6079,103587,Mander Portman Woodward Independent College, ,IND,0,NP,NP,NP,44.1,8.9,9.8,12.7,12.1,33%,47%,NP,NP,NP,NA,SUPP,33%
35136,330,4245,103519,Moseley School, ,FD,0,27%,59%,15%,45.9,9.7,8.4,13.2,12.3,44%,51%,34.4,50,57.4,NA,14%,40%
36544,330,5411,136406,"Ninestiles, an Academy", ,ACC,0,18%,51%,31%,48.7,10.4,9.3,12.4,10.5,57%,60%,26.5,50,59.5,NA,28%,53%
36552,330,4004,138586,Nishkam High School, ,F,0, , , , , , , , , , , , , ,NA,NA, 
36734,330,6909,136032,North Birmingham Academy, ,AC,0,29%,54%,17%,42.8,9.6,7.7,10.4,9.4,41%,33%,28.7,47.2,57.2,NA,6%,34%
38688,330,6018,142115,Oscott Academy, ,IND,0,NP,NP,NP,0.9,0.3,0.6,0,0,0%,0%,NP,NP,NP,NA,NA,0%
40434,330,4002,138200,Perry Beeches II The Free School, ,F,0, , , , , , , , , , , , , ,NA,NA, 
40436,330,4011,139797,Perry Beeches III the Free School, ,F,0, , , , , , , , , , , , , ,NA,NA, 
5990,353,4608,136432,Blessed John Henry Newman Roman Catholic College, ,VA,0,19%,55%,26%,46.9,10.1,9.7,11.6,11.1,58%,61%,31.1,45.9,62.8,NA,13%,50%
6078,353,4600,137133,The Blue Coat CofE School, ,ACC,0,9%,45%,46%,58.2,11.8,11.3,16.7,18.3,81%,79%,29.7,56,66.7,NA,35%,78%
12502,353,4000,139970,Collective Spirit Free School, ,F,0, , , , , , , , , , , , , ,NA,NA, 
13812,353,4605,137294,The Crompton House Church of England Academy, ,ACC,0,11%,32%,57%,56.6,11.3,11.2,15.7,16.6,77%,76%,28.6,49.9,65.7,NA,18%,75%
14458,353,6001,138568,Darul Hadis Latifiah Northwest, ,IND,0,NP,NP,NP,43.5,9.4,8.6,13.9,11.6,40%,46%,NP,NP,NP,NA,0%,30%
17800,353,4023,105735,Failsworth School, ,FD,0,12%,57%,31%,45.2,9.7,9.1,11,11.8,52%,47%,30.6,41.9,56.6,NA,10%,46%
21212,353,4002,140542,Greater Manchester Sustainable Engineering UTC, ,FUTC,0,29%,58%,13%,20.1,4.4,5.4,6.6,3,0%,0%,10.5,22.7,27.9,NA,NA,0%
23098,353,4011,137039,The Hathershaw College, ,ACC,0,29%,51%,21%,49,10.1,9.2,14.3,10.8,60%,58%,35.6,52.2,62.1,NA,19%,56%
36774,353,4027,141248,North Chadderton School, ,ACC,0,13%,57%,30%,49.5,11.3,9.9,12.2,15.2,69%,71%,28,47,62.9,NA,7%,65%
38024,353,6905,136027,Oasis Academy Oldham, ,AC,0,23%,58%,19%,34.7,7.5,7.7,7.9,8.4,40%,36%,17.5,36.7,53.1,NA,5%,35%
38290,353,6906,136115,The Oldham Academy North, ,AC,0,34%,57%,9%,45.7,9.3,8.9,11.9,11,46%,49%,37.5,49.9,60.4,NA,6%,36%
38294,353,6012,105745,Oldham Hulme Grammar School, ,IND,0,NP,NP,NP,51.6,0,13,19.7,18.9,0%,68%,NP,NP,NP,NA,50%,0%
42174,353,4028,105738,The Radclyffe School, ,FD,0,21%,58%,22%,46,10.9,8.9,9.6,15.2,56%,47%,29.4,46.8,60.2,NA,8%,47%
44400,353,4022,105734,Royton and Crompton School, ,FD,0,16%,61%,22%,44.2,9.7,9.1,11.3,11.1,49%,51%,25.2,44,58.2,NA,13%,44%
44862,353,4026,105736,Saddleworth School, ,CY,0,11%,51%,38%,52.6,10.9,10.6,14.5,15.6,69%,67%,23.5,51.3,63.4,NA,24%,64%
60104,353,6907,136148,Waterhead Academy, ,AC,0,21%,59%,20%,40.3,8.7,8.4,11,10.5,47%,38%,24.5,40.1,57,NA,11%,45%
61380,353,6000,137822,Westwood High, ,IND,0,NP,NP,NP,61.2,11.8,11.4,18.8,19.2,100%,100%,NP,NP,NP,NA,NA,69%
15288,371,4029,137472,Don Valley Academy and Performing Arts College, ,ACC,0,18%,63%,19%,47.4,9.5,8.4,11.8,7,58%,48%,27,48.6,62.8,NA,13%,56%
22104,371,4062,137842,Hall Cross Academy, ,ACC,0,20%,54%,27%,47.3,9.4,9.6,13.2,12.6,58%,56%,27.6,49.3,65.7,NA,8%,57%
23342,371,5400,136672,The Hayfield School, ,ACC,0,15%,53%,33%,52.4,10.9,10.6,14.3,15.4,70%,75%,32.6,49.7,65,55.4,35%,69%
24666,371,6000,106812,Hill House School, ,IND,0,NP,NP,NP,62.5,12.7,12.4,18,19.4,93%,92%,NP,NP,NP,NA,60%,90%
26352,371,4040,137899,Hungerhill School, ,ACC,0,13%,57%,30%,54.5,11.7,10.8,14.4,13.2,81%,74%,34.3,52.9,66.7,NA,7%,76%
33448,371,4606,140865,The McAuley Catholic High School, ,ACC,0,10%,57%,32%,51.5,10.9,9.6,14.4,15.1,57%,60%,30,48.6,64,NA,29%,54%
34006,371,4004,141354,Mexborough Academy, ,AC,0,23%,54%,23%,36.2,8.7,7.5,9.2,10.2,47%,47%,15.4,38,52.1,NA,NA,37%
39164,371,6907,135963,Outwood Academy Adwick, ,AC,0,27%,52%,22%,48.2,9.4,9.5,12.8,9.8,63%,63%,32.2,50.4,63.5,NA,8%,59%
43280,371,4033,137603,Ridgewood School, ,ACC,0,8%,48%,44%,53.2,10.9,11.1,14.8,13.3,76%,72%,25.8,50.5,61.9,NA,11%,71%
44100,371,4608,136675,Rossington All Saints Academy, ,AC,0,27%,51%,23%,51.5,10.5,9.8,13.3,7.4,64%,63%,36.2,52.5,67,NA,11%,60%
53758,371,4031,139301,Sir Thomas Wharton Community College, ,ACC,0,13%,57%,31%,44.7,10.1,8.8,11.4,12.2,48%,47%,25.2,42.4,58.1,NA,19%,42%
58350,371,6905,135007,Trinity Academy, ,AC,0,15%,54%,31%,48.6,11.1,9.5,11.7,10.7,68%,60%,29.7,47.8,59.9,NA,30%,62%
64118,371,4003,140964,XP School, ,F,0, , , , , , , , , , , , , ,NA,NA, 
2876,372,4021,136718,Aston Academy, ,ACC,0,13%,55%,32%,52.9,10.5,10.6,14.3,11.1,71%,72%,36.8,50.1,64.5,NA,35%,66%
7464,372,4024,136301,Brinsworth Academy, ,ACC,0,19%,54%,26%,48.1,9.5,10.1,13.8,14,58%,54%,30.3,47.4,62.2,NA,13%,56%
7520,803,4001,139669,Bristol Technology and Engineering Academy, ,FUTC,0,16%,47%,38%,48.9,10.4,10.3,13.6,8.7,67%,51%,33.7,46.3,58.9,NA,1%,61%
9884,803,4120,139348,The Castle School, ,ACC,0,13%,51%,36%,52,10.5,10,14.7,15.6,67%,70%,26.1,51,64,NA,44%,64%
11266,803,4502,109324,Chipping Sodbury School, ,FD,0,16%,56%,28%,49.1,10,10.5,13.5,14.5,62%,59%,28,48.3,63.5,NA,21%,56%
15080,803,4007,142079,Digitech Studio School, ,FSS,0, , , , , , , , , , , , , ,NA,NA, 
15498,803,4148,139345,Downend School, ,ACC,0,19%,57%,24%,45.1,9.3,9.1,13.1,12.1,54%,53%,26.7,43.7,63.9,NA,17%,46%
22408,803,4002,141042,Hanham Woods Academy, ,AC,0,19%,59%,22%,41.4,9.4,8.4,10.7,11.3,49%,54%,28.8,41.5,58,NA,11%,43%
27358,803,6906,135295,John Cabot Academy, ,AC,0,22%,51%,28%,50.2,10.9,10.4,13.2,13.8,73%,72%,36.6,48.6,64.2,NA,20%,60%
28560,803,4003,137106,King's Oak Academy, ,AC,1,14%,62%,24%,45.9,9.6,9.1,12.4,9.4,47%,49%,34.5,43.1,59.1,NA,0%,42%
32554,803,4006,142008,Mangotsfield School, ,AC,0,15%,59%,27%,48.9,10.3,9.7,13.8,13.6,61%,61%,34.2,47.4,60.3,NA,NA,54%
33070,803,4004,141341,Marlwood School, ,AC,0,15%,46%,39%,48.6,10.2,10.3,13.5,11.2,59%,59%,31.2,45,59.6,NA,NA,56%
40000,803,4117,140288,Patchway Community College, ,ACC,0,18%,72%,10%,45.8,10.3,8.4,12.2,12.7,58%,46%,32.3,47.6,60.1,NA,9%,50%
43286,803,6908,135944,The Ridings Federation Winterbourne International Academy, ,AC,0,9%,44%,47%,54.6,11.9,11.1,14.8,16.2,77%,70%,31,51.2,62.6,NA,26%,73%
43288,803,6907,135943,The Ridings Federation Yate International Academy, ,AC,1,28%,63%,9%,41.9,9.6,8.1,10.9,11.1,47%,45%,27.7,46.4,53.7,NA,12%,43%
53640,803,4005,141665,Sir Bernard Lovell Academy, ,AC,0,12%,60%,28%,45.4,10.6,8.7,12.2,9.9,48%,48%,28.2,42.6,59.1,NA,NA,45%
15984,805,4001,139405,Dyke House Sports and Technology College, ,AC,0,21%,62%,17%,48.5,9.7,8.1,12.1,4.8,43%,56%,36.5,48.4,62.5,NA,29%,36%
17408,805,4603,140867,The English Martyrs School and Sixth Form College, ,ACC,0,9%,55%,36%,51.5,10.4,10.1,14,14.4,64%,63%,35,48,60.7,NA,20%,56%
18326,835,4022,113854,Ferndown Upper School, ,CY,0,23%,48%,30%,48.4,10.3,9.8,12.4,11.2,69%,59%,28.1,51.3,60.2,NA,12%,61%
20116,835,4503,113882,Gillingham School, ,VC,0,15%,50%,35%,51.8,11.1,10.1,15.1,15.5,69%,67%,33.6,49.1,63.5,NA,46%,65%
20850,835,4004,141378,The Grange School, ,AC,0,24%,56%,20%,43.6,10,9.2,10.7,7,56%,56%,29.6,44,59,NA,NA,46%
21806,835,4512,138471,The Gryphon School, ,ACC,0,11%,53%,35%,54.5,11,10.7,15.8,14.2,71%,70%,34.2,51.8,63.7,NA,42%,65%
22818,835,6038,141138,Harrow House International College, ,IND,0,NP,NP,NP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NP,NP,NP,NA,NA,SUPP
24422,835,5406,136763,Highcliffe School, ,ACC,0,10%,51%,39%,53.1,11.7,10.4,14.2,15,68%,66%,34.8,48.6,64.1,NA,25%,62%
27068,835,4000,138388,Isle of Portland Aldridge Community Academy, ,AC,1,23%,56%,21%,39.8,9,8.1,10.3,10.5,37%,41%,24.2,40.2,54.5,NA,20%,25%
30574,835,6025,113920,Leweston School, ,IND,0,NP,NP,NP,54.2,11.4,10.3,15.8,16.7,75%,64%,NP,NP,NP,NA,47%,58%
32156,835,4035,113863,Lytchett Minster School, ,FD,0,13%,61%,26%,51.2,11,10,14,14.2,66%,61%,31.6,49.1,64.9,NA,22%,62%
34418,835,6015,113932,Milton Abbey School, ,IND,0,NP,NP,NP,43.4,9.2,9.7,12.2,10.8,46%,25%,NP,NP,NP,NA,3%,26%
41728,835,4024,113855,The Purbeck School, ,CY,0,24%,53%,23%,50.1,10.9,9.4,14,11.5,62%,56%,38.5,50.8,62,49.2,20%,56%
41930,835,4504,141526,Queen Elizabeth's School, ,ACC,0,18%,55%,28%,49.7,10.7,9.7,14.1,13.8,61%,61%,32.1,49.5,61.3,50.3,29%,55%
43334,835,6022,113943,Ringwood Waldorf School, ,IND,0,NP,NP,NP,5.3,0,5.3,0,0,0%,0%,NP,NP,NP,NA,NA,0%
49820,835,6003,126515,St Mary's School, ,IND,0,NP,NP,NP,54.2,6.8,11.7,18.2,17.4,91%,22%,NP,NP,NP,NA,0%,0%
52844,835,4511,140898,Shaftesbury School, ,ACC,0,19%,53%,28%,50.7,10.7,9.8,14.9,15.3,63%,59%,34.9,49.8,62.1,NA,8%,55%
53120,835,6030,113948,Sherborne International, ,IND,0,NP,NP,NP,29.2,1.5,12.1,12.2,3,23%,7%,NP,NP,NP,NA,0%,0%
53130,835,6006,113918,Sherborne School, ,IND,0,NP,NP,NP,37.6,6.5,0,15.7,14.5,0%,0%,NP,NP,NP,NA,0%,0%
53134,835,6024,113919,Sherborne School for Girls, ,IND,0,NP,NP,NP,43.5,6.8,3,20,9.5,19%,7%,NP,NP,NP,NA,0%,0%
53696,835,4002,141735,The Sir John Colfox School, ,ACC,0,17%,54%,30%,50.4,10.9,9.4,15,13.9,60%,63%,34.6,48.4,62.9,NA,40%,53%
56140,835,4179,113875,Sturminster Newton High School, ,CY,0,19%,54%,28%,47,9.6,9.9,12.9,13.1,56%,54%,24.6,46.6,63.8,NA,16%,46%
56538,835,4001,139376,The Swanage School, ,F,0,15%,76%,9%,50.5,11.3,9.4,14.6,15.2,62%,62%,SUPP,52.3,SUPP,NA,NA,44%
57306,835,4615,137163,The Thomas Hardye School, ,ACC,0,15%,50%,35%,55.7,11.8,10.6,15.5,17.4,77%,70%,32.6,54.1,67.7,NA,37%,73%
58748,835,4177,136649,Twynham School, ,ACC,0,13%,57%,30%,53.6,11.3,10.5,15.1,14.8,77%,77%,34.9,51.7,65.5,NA,30%,71%
61434,835,4187,138616,The Wey Valley School, ,ACC,0,20%,53%,26%,45.5,9.8,8.8,13.2,12.8,50%,49%,30.5,45.5,58.5,NA,14%,45%
19600,868,4055,137740,Furze Platt Senior School, ,ACC,0,11%,55%,34%,55.3,11.7,11.2,16.2,16.1,74%,68%,35.2,51.4,68.9,NA,23%,68%
21316,868,6022,141225,The Green Room, ,IND,0,NP,NP,NP,14.7,5.3,6,2.3,1.1,0%,0%,NP,NP,NP,NA,NA,0%
25714,868,4001,139971,Holyport College, ,F,0, , , , , , , , , , , , , ,NA,NA, 
26466,868,6012,110150,Hurst Lodge School, ,IND,0,NP,NP,NP,27,8.8,0,4.4,13.3,0%,0%,NP,NP,NP,NA,0%,0%
32944,868,6013,110152,Marist Senior School, ,IND,0,NP,NP,NP,69,14.2,13.5,20.3,21,97%,98%,NP,NP,NP,NA,68%,97%
36306,868,4036,110051,Newlands Girls' School,Newlands Girls' School,CY,0,9%,50%,41%,58.5,12.1,11.4,17.3,17.7,88%,79%,33.2,55.6,67.6,55.9,55%,82%
42852,868,6018,110167,Redroofs School for the Performing Arts, ,IND,0,NP,NP,NP,32.3,0,9.8,10.6,11.8,0%,0%,NP,NP,NP,NA,0%,0%
46992,868,6001,110119,St George's School, ,IND,0,NP,NP,NP,39.1,0,0,19.5,19.5,0%,0%,NP,NP,NP,NA,0%,0%
49832,868,6002,110120,St Mary's School Ascot, ,IND,0,NP,NP,NP,58.8,7.5,14.5,20,16.7,100%,32%,NP,NP,NP,NA,0%,0%
62690,868,4044,141844,The Windsor Boys' School, ,ACC,0,20%,53%,27%,52.3,11.3,10.7,14.6,14.3,68%,65%,33.7,51.4,65.4,NA,32%,59%
62698,868,4046,141852,Windsor Girls' School, ,ACC,0,14%,60%,27%,51.5,10.9,10,14.6,13.7,73%,68%,33.6,50.3,64.2,NA,34%,66%
6704,869,6000,110121,Bradfield College, ,IND,0,NP,NP,NP,36.1,6.2,0,18.4,10.8,0%,0%,NP,NP,NP,NA,0%,0%
14860,869,5404,137777,Denefield School, ,ACC,0,19%,56%,25%,48.6,10.7,9.2,13.7,13.7,60%,56%,30,48.7,63.7,50.3,31%,54%
15492,869,6002,110123,Downe House, ,IND,0,NP,NP,NP,36.4,7.1,1.4,16.3,10.7,10%,4%,NP,NP,NP,NA,0%,0%
15550,869,5406,110102,The Downs School, ,FD,0,11%,51%,38%,57.2,12.2,10.7,16.8,13.9,74%,70%,33.7,53.9,68,NA,38%,69%
27840,869,4042,136647,Kennet School, ,ACC,0,18%,53%,29%,54.5,11.2,11.2,15.3,15.5,75%,73%,36.7,52.9,67.4,NA,39%,66%
31094,869,4052,110063,Little Heath School, ,VA,0,11%,56%,33%,51.8,10.6,10.2,15.1,14,62%,62%,29.6,48.2,65.6,NA,21%,58%
36172,869,8001,130602,Newbury College, ,FESI,0,48%,43%,10%,6.5,0.8,1.3,1.6,2.2,0%,0%,3.6,8.1,SUPP,NA,NA,0%
36174,869,6016,135819,Newbury Hall School, ,IND,0,NP,NP,NP,16.8,0,10.2,3.8,2.8,0%,0%,NP,NP,NP,NA,0%,0%
39406,869,6009,110169,Padworth College, ,IND,0,NP,NP,NP,5.3,0,0,3.9,1.4,0%,0%,NP,NP,NP,NA,0%,0%
39488,869,6005,110132,Pangbourne College, ,IND,0,NP,NP,NP,29.5,0,0,16.2,13.3,0%,0%,NP,NP,NP,NA,0%,0%
23958,884,6905,135662,The Hereford Academy, ,AC,0,21%,57%,22%,41,8.9,8.1,10.1,10.6,38%,39%,26.1,41.2,54.8,NA,1%,35%
23962,884,6004,117036,Hereford Cathedral School, ,IND,0,NP,NP,NP,57,6.4,12.7,19.9,18,91%,29%,NP,NP,NP,NA,0%,0%
27448,884,4428,136399,John Kyrle High School and Sixth Form Centre Academy, ,ACC,0,22%,48%,29%,50.9,10.5,10,14.5,12.2,68%,68%,32,50.8,64.4,NA,33%,65%
27462,884,4058,136803,John Masefield High School, ,ACC,0,11%,57%,32%,52.3,11.4,10.3,15.4,12.9,66%,67%,28.7,48.4,66.3,52.3,40%,62%
28884,884,4021,137073,Kingstone High School, ,ACC,0,21%,56%,23%,49.9,11.8,10.7,13.2,13.7,75%,63%,26.8,52.6,64.1,NA,13%,69%
29406,884,4022,137608,Lady Hawkins' School, ,ACC,0,16%,54%,30%,50.4,10.5,10.5,14.9,14.5,64%,61%,36.6,47.4,59.5,NA,38%,64%
31918,884,6007,117045,Lucton School, ,IND,0,NP,NP,NP,47.8,10.6,9.9,15.6,11.8,57%,58%,NP,NP,NP,NA,0%,57%
41886,884,4004,137703,Queen Elizabeth Humanities College, ,ACC,0,21%,50%,29%,51.6,10.8,9.4,14.5,12.5,46%,50%,35.2,51.1,66.1,NA,17%,42%
43630,884,4000,139895,Robert Owen Academy, ,F,0,53%,42%,5%,22.4,6,6.1,3.4,6.5,11%,17%,16.6,28.9,SUPP,NA,0%,0%
49724,884,4601,116992,St Mary's RC High School, ,VA,0,12%,50%,39%,59.5,13.5,11.6,16.5,17.7,85%,84%,44.4,55.8,69.4,57.7,27%,82%
55482,884,6906,135672,The Steiner Academy Hereford, ,AC,1,52%,43%,5%,47,12.2,9.7,12.2,11.6,64%,69%,42.5,52.7,SUPP,NA,SUPP,52%
60570,884,4045,116952,Weobley High School, ,CY,0,12%,70%,18%,52.3,10.7,10.4,14.9,15.3,61%,57%,26.8,51.4,67.6,NA,34%,58%
61706,884,4014,139189,Whitecross Hereford, ,ACC,0,25%,53%,23%,49.5,10.2,10.2,14.1,13.5,64%,52%,35.1,49.8,66.1,NA,12%,53%
62072,884,4046,136405,Wigmore School, ,ACC,0,12%,57%,30%,49,11.3,10.1,11.6,16,66%,76%,28,44.9,66.2,NA,23%,61%
54,885,6026,117035,Abbey College in Malvern, ,IND,0,NP,NP,NP,20.8,0,7.4,4.5,8.9,0%,0%,NP,NP,NP,NA,SUPP,0%
2442,885,4008,138505,Arrow Vale RSA Academy, ,AC,0,30%,56%,14%,48.6,9.8,9.8,13.1,12,63%,55%,36.9,51.8,62.9,NA,17%,60%
3982,885,4007,138660,Baxter College, ,ACC,0,27%,53%,21%,44.6,9.6,8.6,11,8.7,45%,42%,25.6,47.1,63,NA,8%,40%
22702,210,6906,134225,Harris Academy Peckham, ,AC,0,33%,58%,9%,45.6,9.7,8.8,12.6,11.3,52%,52%,31.7,50.9,64.7,NA,6%,45%
22716,210,6913,135816,Harris Boys' Academy East Dulwich, ,AC,0,16%,63%,21%,54.4,10.7,10.7,14.8,6.1,69%,71%,44.1,52.2,66.7,NA,29%,63%
22732,210,6908,132711,Harris Girls' Academy East Dulwich, ,AC,0,18%,61%,21%,58.3,11.8,11,16.5,14.8,80%,72%,49,57.1,67.8,NA,31%,75%
27192,210,6002,100863,James Allen's Girls' School, ,IND,0,NP,NP,NP,53.7,7.8,0,23.5,10.4,0%,0%,NP,NP,NP,NA,0%,0%
28694,210,4265,136309,Kingsdale Foundation School, ,ACC,0,7%,37%,57%,60.8,12.6,11.6,17,13.7,80%,78%,31.2,53.7,69.4,NA,37%,77%
37414,210,5404,100859,Notre Dame Roman Catholic Girls' School, ,VA,0,21%,56%,22%,49.9,10.5,9.5,14.2,14,66%,61%,25.9,54.7,66.1,NA,36%,60%
44786,210,5405,138960,Sacred Heart Catholic School, ,ACC,0,16%,63%,21%,57.4,11.4,11.3,17.2,15,79%,77%,41.6,57.1,71.8,55.2,53%,70%
50010,210,5403,138961,St Michael's Catholic College, ,ACC,0,3%,55%,42%,56.4,11.8,10.8,16.2,15.4,81%,78%,SUPP,52.5,64.2,NA,50%,73%
51248,210,4680,100849,St Saviour's and St Olave's Church of England School, ,VA,0,8%,50%,43%,55.6,11.8,10.8,16.2,16.8,73%,73%,39.3,49.4,66.1,NA,43%,66%
51678,210,5402,100857,The St Thomas the Apostle College, ,VA,0,18%,60%,23%,56.8,11,11.6,16.8,12.9,83%,78%,48.6,57.1,66,NA,43%,80%
58904,210,4002,140221,University Academy of Engineering South Bank, ,AC,0, , , , , , , , , , , , , ,NA,NA, 
638,211,6007,138980,Al Ashraaf Secondary School, ,IND,0,NP,NP,NP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NP,NP,NP,NA,NA,SUPP
5046,211,4284,137789,Bethnal Green Academy, ,ACC,0,21%,63%,16%,54.8,11.8,10.3,15.1,9.5,83%,85%,41.4,56.2,69.3,NA,43%,77%
5494,211,4298,133289,Bishop Challoner Catholic Federations of Boys School, ,VA,0,8%,62%,29%,49.5,10.4,10.5,13.2,14.3,65%,57%,27.2,47.4,61,NA,17%,54%
5496,211,4726,100978,Bishop Challoner Catholic Federations of Girls School, ,VA,0,11%,52%,37%,53.7,11.3,11.2,14.7,16.3,76%,69%,36.9,48.7,64.9,NA,22%,62%
6546,211,4024,100965,Bow School, ,CY,0,21%,53%,26%,49.8,10.3,10.6,13.5,14.4,64%,57%,35.4,49.5,64.3,NA,21%,54%
9378,211,4003,142879,Canary Wharf College 3, ,F,0, , , , , , , , , , , , , , , , 
10238,211,4507,100975,Central Foundation Girls' School, ,VA,0,17%,61%,22%,53.8,10.9,10,15.2,16.6,63%,64%,37.2,53.3,67.4,NA,28%,60%
12734,211,6006,139601,The Complete Works Independent School, ,IND,0,NP,NP,NP,NE,NE,NE,NE,NE,NE,NE,NP,NP,NP,NA,0%,NE
14456,211,6389,131745,Darul Hadis Latifiah, ,IND,0,NP,NP,NP,58.3,11.1,10.9,18.9,17.4,71%,63%,NP,NP,NP,NA,0%,65%
16490,211,6398,136129,Ebrahim Academy, ,IND,0,NP,NP,NP,44,9.7,9.1,13.2,12,38%,45%,NP,NP,NP,NA,0%,38%
19964,211,4505,100974,George Green's School, ,VC,0,26%,60%,14%,50.5,10.5,10,13.7,12.8,55%,50%,34,52.1,67.1,NA,16%,48%
27244,211,6387,131388,Jamiatul Ummah School, ,IND,0,NP,NP,NP,65.2,13.2,13.4,18.8,19.8,100%,100%,NP,NP,NP,NA,34%,95%
29730,211,4105,100966,Langdon Park Community School, ,CY,0,17%,59%,24%,49.5,11.7,9.1,13,13.5,55%,59%,31.3,48.9,63.4,NA,13%,52%
31360,211,6394,134810,London East Academy, ,IND,0,NP,NP,NP,58.4,12.2,11,17.4,17.8,75%,81%,NP,NP,NP,NA,40%,75%
