LAESTAB,URN,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,6TH_COL,SCH_6TH,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,6TH_COLPER,SCH_6THPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER
8684055,137740,188,181,5,6,175,50,SUPP,116,SUPP,SUPP,SUPP,96%,3%,3%,93%,27%,SUPP,62%,SUPP,SUPP,SUPP
8684056,137695,137,125,14,9,116,51,SUPP,58,SUPP,9,3,91%,10%,7%,85%,37%,SUPP,42%,SUPP,7%,2%
8684084,133580,98,88,0,SUPP,SUPP,68,SUPP,17,SUPP,6,4,90%,0%,SUPP,SUPP,69%,SUPP,17%,SUPP,6%,4%
8684506,138342,130,126,6,4,122,50,SUPP,66,SUPP,SUPP,SUPP,97%,5%,3%,94%,38%,SUPP,51%,SUPP,SUPP,SUPP
8687009,110183,16,16,0,0,16,6,0,0,10,0,0,100%,0%,0%,100%,38%,0%,0%,63%,0%,0%
8687206,133743,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,868,1530,1460,60,55,1410,450,80,850,25,45,20,96%,4%,4%,92%,30%,5%,56%,2%,3%,1%
8694000,139938,200,188,12,5,183,65,10,105,3,SUPP,SUPP,94%,6%,3%,92%,33%,5%,53%,2%,SUPP,SUPP
8694031,110048,165,158,9,5,153,26,SUPP,108,SUPP,7,0,96%,5%,3%,93%,16%,SUPP,65%,SUPP,4%,0%
8694034,110050,58,56,7,8,48,30,SUPP,15,SUPP,SUPP,SUPP,97%,12%,14%,83%,52%,SUPP,26%,SUPP,SUPP,SUPP
8694038,136733,181,178,7,6,172,60,10,98,4,SUPP,SUPP,98%,4%,3%,95%,33%,6%,54%,2%,SUPP,SUPP
8694042,136647,277,273,18,8,265,71,SUPP,188,SUPP,SUPP,SUPP,99%,6%,3%,96%,26%,SUPP,68%,SUPP,SUPP,SUPP
8694052,110063,260,253,23,8,245,65,12,160,8,SUPP,SUPP,97%,9%,3%,94%,25%,5%,62%,3%,SUPP,SUPP
8694055,138525,143,134,19,14,120,53,4,59,4,SUPP,SUPP,94%,13%,10%,84%,37%,3%,41%,3%,SUPP,SUPP
8695402,137465,245,238,9,5,233,42,10,175,6,4,3,97%,4%,2%,95%,17%,4%,71%,2%,2%,1%
8695404,137777,171,166,23,7,159,74,SUPP,78,SUPP,5,0,97%,13%,4%,93%,43%,SUPP,46%,SUPP,3%,0%
8695406,110102,182,180,9,5,175,34,SUPP,137,SUPP,SUPP,SUPP,99%,5%,3%,96%,19%,SUPP,75%,SUPP,SUPP,SUPP
8697005,110180,21,20,SUPP,SUPP,SUPP,3,SUPP,SUPP,16,SUPP,SUPP,95%,SUPP,SUPP,SUPP,14%,SUPP,SUPP,76%,SUPP,SUPP
8697007,110182,12,12,0,0,12,SUPP,0,SUPP,11,0,0,100%,0%,0%,100%,SUPP,0%,SUPP,92%,0%,0%
8697028,110186,19,19,SUPP,0,19,5,0,0,14,0,0,100%,SUPP,0%,100%,26%,0%,0%,74%,0%,0%
LA,869,1935,1880,140,70,1805,530,75,1125,75,50,10,97%,7%,4%,93%,27%,4%,58%,4%,2%,1%
8704020,136307,208,196,15,6,190,48,33,106,3,8,4,94%,7%,3%,91%,23%,16%,51%,1%,4%,2%
8705400,110096,124,110,6,3,107,39,8,60,0,SUPP,SUPP,89%,5%,2%,86%,31%,6%,48%,0%,SUPP,SUPP
8705401,136449,123,122,0,SUPP,SUPP,SUPP,0,120,SUPP,SUPP,SUPP,99%,0%,SUPP,SUPP,SUPP,0%,98%,SUPP,SUPP,SUPP
8705410,136876,190,179,12,5,174,57,9,101,7,SUPP,SUPP,94%,6%,3%,92%,30%,5%,53%,4%,SUPP,SUPP
8705411,110107,142,132,11,9,123,60,10,50,3,10,0,93%,8%,6%,87%,42%,7%,35%,2%,7%,0%
8705413,136448,96,96,SUPP,0,96,SUPP,4,88,SUPP,0,0,100%,SUPP,0%,100%,SUPP,4%,92%,SUPP,0%,0%
8706905,130247,169,146,15,14,132,56,SUPP,74,SUPP,23,0,86%,9%,8%,78%,33%,SUPP,44%,SUPP,14%,0%
8707001,137435,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8707031,110189,18,12,0,SUPP,SUPP,SUPP,0,SUPP,9,6,0,67%,0%,SUPP,SUPP,SUPP,0%,SUPP,50%,33%,0%
LA,870,1075,1000,60,35,960,265,65,600,35,70,5,93%,5%,3%,90%,25%,6%,56%,3%,6%,1%
8714082,137259,147,143,SUPP,SUPP,SUPP,41,SUPP,93,0,4,0,97%,SUPP,SUPP,SUPP,28%,SUPP,63%,0%,3%,0%
8714085,110076,140,125,6,3,122,62,7,53,0,SUPP,SUPP,89%,4%,2%,87%,44%,5%,38%,0%,SUPP,SUPP
8714089,110078,134,129,0,SUPP,SUPP,35,SUPP,91,SUPP,SUPP,SUPP,96%,0%,SUPP,SUPP,26%,SUPP,68%,SUPP,SUPP,SUPP
8714510,137287,159,151,0,3,148,37,SUPP,110,SUPP,SUPP,SUPP,95%,0%,2%,93%,23%,SUPP,69%,SUPP,SUPP,SUPP
8714700,110084,123,121,0,SUPP,SUPP,7,SUPP,112,SUPP,SUPP,SUPP,98%,0%,SUPP,SUPP,6%,SUPP,91%,SUPP,SUPP,SUPP
8714800,110087,119,115,SUPP,SUPP,SUPP,48,SUPP,58,0,SUPP,SUPP,97%,SUPP,SUPP,SUPP,40%,SUPP,49%,0%,SUPP,SUPP
8715405,136521,150,150,0,0,150,SUPP,8,138,SUPP,0,0,100%,0%,0%,100%,SUPP,5%,92%,SUPP,0%,0%
8715407,137726,117,117,0,0,117,7,SUPP,109,SUPP,0,0,100%,0%,0%,100%,6%,SUPP,93%,SUPP,0%,0%
8715408,136420,155,153,0,SUPP,SUPP,6,7,135,SUPP,SUPP,SUPP,99%,0%,SUPP,SUPP,4%,5%,87%,SUPP,SUPP,SUPP
8715409,138012,165,156,8,6,150,62,6,82,0,SUPP,SUPP,95%,5%,4%,91%,38%,4%,50%,0%,SUPP,SUPP
8716905,135631,177,169,11,SUPP,SUPP,60,SUPP,101,SUPP,SUPP,SUPP,95%,6%,SUPP,SUPP,34%,SUPP,57%,SUPP,SUPP,SUPP
8717035,110185,24,24,SUPP,0,24,3,0,0,21,0,0,100%,SUPP,0%,100%,13%,0%,0%,88%,0%,0%
LA,871,1615,1555,25,20,1535,375,50,1080,30,50,10,96%,2%,1%,95%,23%,3%,67%,2%,3%,1%
8724047,136880,201,194,6,SUPP,SUPP,29,34,124,SUPP,SUPP,SUPP,97%,3%,SUPP,SUPP,14%,17%,62%,SUPP,SUPP,SUPP
8724048,110059,184,180,10,5,175,59,23,90,3,SUPP,SUPP,98%,5%,3%,95%,32%,13%,49%,2%,SUPP,SUPP
8724049,110060,201,195,7,5,190,63,SUPP,108,SUPP,6,0,97%,3%,2%,95%,31%,SUPP,54%,SUPP,3%,0%
8724050,139853,193,185,15,SUPP,SUPP,51,SUPP,120,SUPP,5,3,96%,8%,SUPP,SUPP,26%,SUPP,62%,SUPP,3%,2%
8724051,110062,157,149,12,6,143,44,4,96,0,8,0,95%,8%,4%,91%,28%,3%,61%,0%,5%,0%
8724053,136637,277,272,8,3,269,56,SUPP,202,SUPP,SUPP,SUPP,98%,3%,1%,97%,20%,SUPP,73%,SUPP,SUPP,SUPP
8724060,142166,236,224,16,6,218,56,16,142,4,SUPP,SUPP,95%,7%,3%,92%,24%,7%,60%,2%,SUPP,SUPP
8724505,136891,193,186,4,5,181,32,SUPP,125,SUPP,SUPP,SUPP,96%,2%,3%,94%,17%,SUPP,65%,SUPP,SUPP,SUPP
8727006,110181,15,12,SUPP,SUPP,SUPP,10,0,SUPP,SUPP,3,0,80%,SUPP,SUPP,SUPP,67%,0%,SUPP,SUPP,20%,0%
8727029,110187,20,20,0,0,20,0,0,0,20,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
8727033,110191,15,11,0,SUPP,SUPP,SUPP,0,0,0,4,0,73%,0%,SUPP,SUPP,SUPP,0%,0%,0%,27%,0%
LA,872,1690,1630,80,35,1590,410,140,1005,40,55,10,96%,5%,2%,94%,24%,8%,60%,2%,3%,1%
8734000,137867,248,229,6,10,219,176,SUPP,42,SUPP,SUPP,SUPP,92%,2%,4%,88%,71%,SUPP,17%,SUPP,SUPP,SUPP
8734002,136677,211,203,14,8,195,71,115,9,0,8,0,96%,7%,4%,92%,34%,55%,4%,0%,4%,0%
8734003,139272,284,265,15,12,253,153,10,90,0,SUPP,SUPP,93%,5%,4%,89%,54%,4%,32%,0%,SUPP,SUPP
8734004,137826,249,237,7,7,230,60,128,39,3,9,3,95%,3%,3%,92%,24%,51%,16%,1%,4%,1%
8734005,139401,70,59,SUPP,7,52,33,16,3,0,SUPP,SUPP,84%,SUPP,10%,74%,47%,23%,4%,0%,SUPP,SUPP
8734007,136580,243,232,17,13,219,72,121,SUPP,SUPP,SUPP,SUPP,95%,7%,5%,90%,30%,50%,SUPP,SUPP,SUPP,SUPP
8734027,136636,115,103,SUPP,5,98,13,76,9,0,8,4,90%,SUPP,4%,85%,11%,66%,8%,0%,7%,3%
8734029,136887,173,166,4,4,162,34,117,11,0,SUPP,SUPP,96%,2%,2%,94%,20%,68%,6%,0%,SUPP,SUPP
8734031,136650,110,101,4,4,97,30,58,SUPP,SUPP,SUPP,SUPP,92%,4%,4%,88%,27%,53%,SUPP,SUPP,SUPP,SUPP
8734038,137434,154,146,8,7,139,44,77,18,0,SUPP,SUPP,95%,5%,5%,90%,29%,50%,12%,0%,SUPP,SUPP
8734040,137527,97,88,3,3,85,18,55,SUPP,SUPP,9,0,91%,3%,3%,88%,19%,57%,SUPP,SUPP,9%,0%
8734045,138177,214,194,15,5,189,107,3,79,0,20,0,91%,7%,2%,88%,50%,1%,37%,0%,9%,0%
8734051,138053,177,172,23,6,166,96,SUPP,67,SUPP,5,0,97%,13%,3%,94%,54%,SUPP,38%,SUPP,3%,0%
8734055,137547,146,139,7,4,135,71,44,20,0,7,0,95%,5%,3%,92%,49%,30%,14%,0%,5%,0%
8734061,110873,224,207,13,7,200,62,80,54,4,SUPP,SUPP,92%,6%,3%,89%,28%,36%,24%,2%,SUPP,SUPP
8734064,137305,296,279,22,11,268,99,15,154,0,14,3,94%,7%,4%,91%,33%,5%,52%,0%,5%,1%
8734077,137187,157,143,9,5,138,70,SUPP,65,SUPP,SUPP,SUPP,91%,6%,3%,88%,45%,SUPP,41%,SUPP,SUPP,SUPP
8734083,137779,221,212,25,8,204,72,72,SUPP,SUPP,9,0,96%,11%,4%,92%,33%,33%,SUPP,SUPP,4%,0%
8734503,137475,295,288,17,5,283,119,7,149,8,SUPP,SUPP,98%,6%,2%,96%,40%,2%,51%,3%,SUPP,SUPP
8734602,137924,152,147,10,4,143,25,104,SUPP,SUPP,5,0,97%,7%,3%,94%,16%,68%,SUPP,SUPP,3%,0%
8734603,137377,217,202,18,3,199,108,SUPP,77,SUPP,10,5,93%,8%,1%,92%,50%,SUPP,35%,SUPP,5%,2%
8735401,137427,115,109,5,4,105,24,57,SUPP,SUPP,SUPP,SUPP,95%,4%,3%,91%,21%,50%,SUPP,SUPP,SUPP,SUPP
8735403,136974,220,213,14,4,209,82,SUPP,124,SUPP,SUPP,SUPP,97%,6%,2%,95%,37%,SUPP,56%,SUPP,SUPP,SUPP
8735406,136463,295,288,9,4,284,62,103,114,5,SUPP,SUPP,98%,3%,1%,96%,21%,35%,39%,2%,SUPP,SUPP
8735408,136775,209,194,12,8,186,47,118,SUPP,SUPP,SUPP,SUPP,93%,6%,4%,89%,22%,56%,SUPP,SUPP,SUPP,SUPP
8735411,136992,288,280,14,8,272,108,4,156,4,SUPP,SUPP,97%,5%,3%,94%,38%,1%,54%,1%,SUPP,SUPP
8735412,137248,189,176,13,14,162,70,SUPP,71,SUPP,10,3,93%,7%,7%,86%,37%,SUPP,38%,SUPP,5%,2%
8735415,136610,258,241,15,12,229,84,97,45,3,17,0,93%,6%,5%,89%,33%,38%,17%,1%,7%,0%
8735416,136442,166,163,10,4,159,38,111,10,0,SUPP,SUPP,98%,6%,2%,96%,23%,67%,6%,0%,SUPP,SUPP
8737000,137494,24,14,SUPP,3,11,9,0,SUPP,SUPP,SUPP,SUPP,58%,SUPP,13%,46%,38%,0%,SUPP,SUPP,SUPP,SUPP
8737001,134193,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8737007,110940,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8737018,110946,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8737021,110949,19,19,0,0,19,0,0,0,19,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
8737023,110951,12,12,0,0,12,SUPP,0,SUPP,11,0,0,100%,0%,0%,100%,SUPP,0%,SUPP,92%,0%,0%
8737025,134937,12,12,0,0,12,SUPP,0,SUPP,11,0,0,100%,0%,0%,100%,SUPP,0%,SUPP,92%,0%,0%
8737026,134972,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8737092,137594,14,8,0,SUPP,SUPP,6,0,SUPP,SUPP,6,0,57%,0%,SUPP,SUPP,43%,0%,SUPP,SUPP,43%,0%
LA,873,5900,5570,335,200,5370,2075,1625,1570,105,290,40,94%,6%,3%,91%,35%,28%,27%,2%,5%,1%
8744000,137082,155,136,10,4,132,58,SUPP,70,SUPP,16,3,88%,6%,3%,85%,37%,SUPP,45%,SUPP,10%,2%
8744001,137084,242,228,10,6,222,69,SUPP,151,SUPP,10,4,94%,4%,2%,92%,29%,SUPP,62%,SUPP,4%,2%
8744002,137880,218,201,11,4,197,102,SUPP,94,SUPP,17,0,92%,5%,2%,90%,47%,SUPP,43%,SUPP,8%,0%
8744081,110882,148,142,11,4,138,62,SUPP,75,SUPP,SUPP,SUPP,96%,7%,3%,93%,42%,SUPP,51%,SUPP,SUPP,SUPP
8744082,141300,122,114,8,5,109,32,SUPP,76,SUPP,SUPP,SUPP,93%,7%,4%,89%,26%,SUPP,62%,SUPP,SUPP,SUPP
8745404,136398,151,146,3,SUPP,SUPP,15,SUPP,130,SUPP,SUPP,SUPP,97%,2%,SUPP,SUPP,10%,SUPP,86%,SUPP,SUPP,SUPP
8745405,110899,285,255,13,5,250,93,SUPP,156,SUPP,25,5,89%,5%,2%,88%,33%,SUPP,55%,SUPP,9%,2%
8745413,110907,119,111,SUPP,4,107,42,0,65,0,8,0,93%,SUPP,3%,90%,35%,0%,55%,0%,7%,0%
8745417,136266,257,251,14,5,246,75,0,168,3,6,0,98%,5%,2%,96%,29%,0%,65%,1%,2%,0%
8746905,135263,326,304,11,9,295,115,0,180,0,SUPP,SUPP,93%,3%,3%,90%,35%,0%,55%,0%,SUPP,SUPP
8746906,135980,138,131,SUPP,7,124,66,0,55,3,7,0,95%,SUPP,5%,90%,48%,0%,40%,2%,5%,0%
8747013,110943,29,29,0,0,29,8,0,0,21,0,0,100%,0%,0%,100%,28%,0%,0%,72%,0%,0%
8747020,110948,18,17,0,SUPP,SUPP,SUPP,0,SUPP,10,SUPP,SUPP,94%,0%,SUPP,SUPP,SUPP,0%,SUPP,56%,SUPP,SUPP
8747024,134272,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8747025,135386,12,7,0,SUPP,SUPP,SUPP,0,0,0,5,0,58%,0%,SUPP,SUPP,SUPP,0%,0%,0%,42%,0%
LA,874,2230,2085,95,55,2030,755,SUPP,1220,SUPP,130,20,93%,4%,2%,91%,34%,SUPP,55%,SUPP,6%,1%
8764103,136779,214,202,9,6,196,98,61,37,0,12,0,94%,4%,3%,92%,46%,29%,17%,0%,6%,0%
8764104,111401,149,136,4,6,130,95,17,14,4,SUPP,SUPP,91%,3%,4%,87%,64%,11%,9%,3%,SUPP,SUPP
8764207,139368,323,306,38,10,296,241,53,SUPP,SUPP,17,0,95%,12%,3%,92%,75%,16%,SUPP,SUPP,5%,0%
8764625,111457,274,251,20,9,242,130,SUPP,88,SUPP,SUPP,SUPP,92%,7%,3%,88%,47%,SUPP,32%,SUPP,SUPP,SUPP
8764721,135731,191,179,8,4,175,42,29,97,7,12,0,94%,4%,2%,92%,22%,15%,51%,4%,6%,0%
8766905,136185,118,112,4,SUPP,SUPP,15,SUPP,88,SUPP,6,0,95%,3%,SUPP,SUPP,13%,SUPP,75%,SUPP,5%,0%
8767003,140578,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8767200,111514,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8767202,111515,18,17,0,SUPP,SUPP,10,0,SUPP,SUPP,SUPP,SUPP,94%,0%,SUPP,SUPP,56%,0%,SUPP,SUPP,SUPP,SUPP
LA,876,1445,1355,95,40,1310,740,200,335,35,90,5,94%,6%,3%,91%,51%,14%,23%,3%,6%,SP
8774001,139072,124,114,12,7,107,42,52,SUPP,SUPP,10,0,92%,10%,6%,86%,34%,42%,SUPP,SUPP,8%,0%
8774002,139196,168,152,7,13,139,89,41,9,0,SUPP,SUPP,90%,4%,8%,83%,53%,24%,5%,0%,SUPP,SUPP
8774200,111430,212,200,14,7,193,57,116,SUPP,SUPP,SUPP,SUPP,94%,7%,3%,91%,27%,55%,SUPP,SUPP,SUPP,SUPP
8774201,139506,251,237,10,13,224,104,53,67,0,SUPP,SUPP,94%,4%,5%,89%,41%,21%,27%,0%,SUPP,SUPP
8774206,139152,297,290,9,8,282,38,46,191,7,SUPP,SUPP,98%,3%,3%,95%,13%,15%,64%,2%,SUPP,SUPP
8774226,139840,210,205,18,6,199,42,91,61,5,SUPP,SUPP,98%,9%,3%,95%,20%,43%,29%,2%,SUPP,SUPP
8774229,141598,309,301,19,9,292,52,173,67,0,8,0,97%,6%,3%,94%,17%,56%,22%,0%,3%,0%
8774230,133672,138,121,10,7,114,56,53,SUPP,SUPP,17,0,88%,7%,5%,83%,41%,38%,SUPP,SUPP,12%,0%
8774502,138732,292,283,22,7,276,46,59,167,4,SUPP,SUPP,97%,8%,2%,95%,16%,20%,57%,1%,SUPP,SUPP
8774622,111454,193,182,9,4,178,43,127,8,0,SUPP,SUPP,94%,5%,2%,92%,22%,66%,4%,0%,SUPP,SUPP
8774624,111456,164,147,15,15,132,41,84,SUPP,SUPP,SUPP,SUPP,90%,9%,9%,80%,25%,51%,SUPP,SUPP,SUPP,SUPP
8777001,111495,19,18,0,SUPP,SUPP,11,SUPP,SUPP,5,SUPP,SUPP,95%,0%,SUPP,SUPP,58%,SUPP,SUPP,26%,SUPP,SUPP
8777002,111496,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8777100,111498,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8777103,111501,23,16,SUPP,3,13,13,0,0,0,SUPP,SUPP,70%,SUPP,13%,57%,57%,0%,0%,0%,SUPP,SUPP
LA,877,2415,2275,150,105,2175,635,895,610,30,125,10,94%,6%,4%,90%,26%,37%,25%,1%,5%,SP
8784000,113497,148,141,8,SUPP,SUPP,73,SUPP,65,SUPP,7,0,95%,5%,SUPP,SUPP,49%,SUPP,44%,SUPP,5%,0%
8784001,139553,163,148,12,7,141,56,SUPP,81,SUPP,15,0,91%,7%,4%,87%,34%,SUPP,50%,SUPP,9%,0%
8784003,136646,221,213,8,8,205,106,0,99,0,SUPP,SUPP,96%,4%,4%,93%,48%,0%,45%,0%,SUPP,SUPP
8784004,136912,151,143,21,5,138,71,5,62,0,3,5,95%,14%,3%,91%,47%,3%,41%,0%,2%,3%
8784005,136673,185,178,15,9,169,66,SUPP,101,SUPP,7,0,96%,8%,5%,91%,36%,SUPP,55%,SUPP,4%,0%
8784009,136638,165,159,10,3,156,81,SUPP,74,SUPP,6,0,96%,6%,2%,95%,49%,SUPP,45%,SUPP,4%,0%
8784010,113502,112,105,9,7,98,89,7,SUPP,SUPP,SUPP,SUPP,94%,8%,6%,88%,79%,6%,SUPP,SUPP,SUPP,SUPP
8784011,113503,144,136,13,10,126,65,SUPP,60,SUPP,8,0,94%,9%,7%,88%,45%,SUPP,42%,SUPP,6%,0%
8784012,136612,405,380,34,15,365,155,SUPP,206,SUPP,22,3,94%,8%,4%,90%,38%,SUPP,51%,SUPP,5%,1%
8784014,113505,249,235,21,13,222,220,0,SUPP,SUPP,SUPP,SUPP,94%,8%,5%,89%,88%,0%,SUPP,SUPP,SUPP,SUPP
8784016,113507,123,115,14,11,104,102,0,SUPP,SUPP,SUPP,SUPP,93%,11%,9%,85%,83%,0%,SUPP,SUPP,SUPP,SUPP
8784053,138041,126,119,7,6,113,108,SUPP,SUPP,4,7,0,94%,6%,5%,90%,86%,SUPP,SUPP,3%,6%,0%
8784054,137024,104,102,17,6,96,92,SUPP,SUPP,SUPP,SUPP,SUPP,98%,16%,6%,92%,88%,SUPP,SUPP,SUPP,SUPP,SUPP
8784055,137228,169,164,27,6,158,148,SUPP,9,SUPP,5,0,97%,16%,4%,93%,88%,SUPP,5%,SUPP,3%,0%
8784056,113511,134,126,18,SUPP,SUPP,105,0,SUPP,0,8,0,94%,13%,SUPP,SUPP,78%,0%,SUPP,0%,6%,0%
8784057,113512,89,80,6,SUPP,SUPP,75,SUPP,SUPP,SUPP,9,0,90%,7%,SUPP,SUPP,84%,SUPP,SUPP,SUPP,10%,0%
8784059,113514,281,267,18,8,259,252,SUPP,5,SUPP,11,3,95%,6%,3%,92%,90%,SUPP,2%,SUPP,4%,1%
8784060,136867,264,241,18,9,232,228,SUPP,3,SUPP,SUPP,SUPP,91%,7%,3%,88%,86%,SUPP,1%,SUPP,SUPP,SUPP
8784061,113516,245,220,17,5,215,98,0,114,3,SUPP,SUPP,90%,7%,2%,88%,40%,0%,47%,1%,SUPP,SUPP
8784101,113518,157,143,8,4,139,134,0,5,0,14,0,91%,5%,3%,89%,85%,0%,3%,0%,9%,0%
8784108,136569,271,262,18,4,258,137,SUPP,119,SUPP,SUPP,SUPP,97%,7%,1%,95%,51%,SUPP,44%,SUPP,SUPP,SUPP
8784109,113520,265,257,11,5,252,123,0,124,5,SUPP,SUPP,97%,4%,2%,95%,46%,0%,47%,2%,SUPP,SUPP
8784110,136367,202,200,11,4,196,47,0,142,7,SUPP,SUPP,99%,5%,2%,97%,23%,0%,70%,3%,SUPP,SUPP
8784112,137176,187,178,13,3,175,57,SUPP,116,SUPP,SUPP,SUPP,95%,7%,2%,94%,30%,SUPP,62%,SUPP,SUPP,SUPP
8784120,136495,169,157,11,9,148,54,SUPP,92,SUPP,SUPP,SUPP,93%,7%,5%,88%,32%,SUPP,54%,SUPP,SUPP,SUPP
8784182,113539,252,239,19,6,233,53,0,176,4,13,0,95%,8%,2%,92%,21%,0%,70%,2%,5%,0%
8784183,113540,194,182,6,6,176,88,0,88,0,12,0,94%,3%,3%,91%,45%,0%,45%,0%,6%,0%
8784184,136336,367,354,32,10,344,99,SUPP,245,SUPP,SUPP,SUPP,96%,9%,3%,94%,27%,SUPP,67%,SUPP,SUPP,SUPP
8784192,113548,263,254,21,9,245,238,6,SUPP,SUPP,9,0,97%,8%,3%,93%,90%,2%,SUPP,SUPP,3%,0%
8784501,113550,191,171,14,11,160,154,0,6,0,20,0,90%,7%,6%,84%,81%,0%,3%,0%,10%,0%
8784607,113553,248,239,13,3,236,216,SUPP,14,SUPP,SUPP,SUPP,96%,5%,1%,95%,87%,SUPP,6%,SUPP,SUPP,SUPP
8785400,136366,119,119,SUPP,0,119,4,0,115,0,0,0,100%,SUPP,0%,100%,3%,0%,97%,0%,0%,0%
8785402,136494,228,221,16,6,215,100,SUPP,111,SUPP,SUPP,SUPP,97%,7%,3%,94%,44%,SUPP,49%,SUPP,SUPP,SUPP
8785404,137124,148,144,11,3,141,50,SUPP,91,SUPP,4,0,97%,7%,2%,95%,34%,SUPP,61%,SUPP,3%,0%
8785405,136287,187,179,13,SUPP,SUPP,108,64,SUPP,SUPP,8,0,96%,7%,SUPP,SUPP,58%,34%,SUPP,SUPP,4%,0%
8786905,136200,63,62,SUPP,SUPP,SUPP,37,0,SUPP,0,SUPP,SUPP,98%,SUPP,SUPP,SUPP,59%,0%,SUPP,0%,SUPP,SUPP
8787002,113633,13,13,0,0,13,0,0,0,13,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
8787005,113634,22,22,SUPP,SUPP,SUPP,16,0,SUPP,SUPP,0,0,100%,SUPP,SUPP,SUPP,73%,0%,SUPP,SUPP,0%,0%
8787006,113635,11,11,0,0,11,4,0,0,7,0,0,100%,0%,0%,100%,36%,0%,0%,64%,0%,0%
8787008,113636,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8787020,113637,12,10,0,SUPP,SUPP,SUPP,0,0,0,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,0%,0%,0%,SUPP,SUPP
8787021,113638,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8787043,113642,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8787044,113643,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8787081,113652,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8787082,113653,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
