LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
209,2148,100677,30,16,8,26.3,9.8,7,16.4,38917
209,2158,100678,36,57,12,33.8,37.3,10.4,19.1,41691
209,2163,100679,18,27,8,17,13.8,7.2,28.5,45428
209,2187,100680,24,10,7,21.5,6.7,6.1,21.2,40526
209,2197,100681,26,35,7,24.6,21.4,6.9,20.2,38659
209,2225,100683,21,31,5,19,20.8,3.7,27.2,38977
209,2259,100684,33,30,10,31.5,19.9,7.2,19.1,39169
209,2267,100685,16,22,7,12.6,15.4,4.5,21.8,41635
209,2289,100686,22,38,3,20.8,26,2.6,25.7,36116
209,2304,100687,35,27,12,33,25.4,11.5,20,40268
209,2307,100688,28,25,6,22.8,15.6,6,21.3,42802
209,2342,100689,11,16,3,9.9,8.5,1.9,37.2,42828
209,2347,100690,38,52,8,32.2,35.8,6.1,19.9,43947
209,2349,100691,16,20,7,15.6,17.2,6.9,28,41914
209,2374,100692,22,25,6,21.8,17.9,6,21.7,41274
209,2381,100693,25,16,7,23.8,14.2,6.3,19.2,39258
209,2390,100695,22,10,4,21.3,7.8,3.5,20.5,37018
209,2403,100696,29,27,5,24.2,18.9,4.8,17.6,45200
209,2491,100699,29,36,5,26.4,30.8,5,17.8,41258
209,2493,100700,32,27,12,27.7,18.4,8,17.2,36894
209,2529,100701,30,47,11,26,34.2,9.4,23.9,43842
209,2535,100702,19,21,7,17.8,15.2,3.9,20.1,43925
209,2536,100703,16,16,2,13.2,7.7,1.5,23.3,46568
209,2570,100704,15,13,4,14.2,8.5,3.5,23.4,36822
209,2571,100705,13,7,5,12.4,3.4,4.3,23.5,42979
209,2599,137441,32,28,4,29.2,21.2,4,15.2,41162
209,2605,100707,19,27,8,16.7,14.1,4.9,22.3,46471
209,2606,100708,18,14,5,14.5,9.4,3.8,22.8,45682
209,2782,100709,31,24,11,26.3,17.2,9,21.3,43311
209,2811,100710,19,32,6,17.8,20,5.4,28,42292
209,2815,100711,25,20,7,22.6,12.9,5.6,22.8,44411
209,2818,100712,17,14,4,12.6,10.7,3,15.8,46050
209,2869,100713,26,26,8,23.1,16.2,7.4,20.8,44315
209,2870,100714,16,20,10,10.9,9.1,4.6,23.5,41549
209,2871,100715,14,20,4,14,14.6,3.2,16.8,40669
209,2878,100716,14,14,5,12.6,9.6,4.5,21.5,42009
209,2887,100717,14,7,2,10.5,6,2,26,45401
209,2911,100718,27,29,25,26,26.1,18.9,22.3,41025
209,3301,100719,12,8,3,8.9,5.8,2.4,23.7,46225
209,3315,100720,12,15,1,10,8.4,1,19.3,46372
209,3325,100721,13,7,5,12.4,5.3,4.4,19.2,40749
209,3344,100722,8,12,4,8,11.3,2.6,31,46739
209,3360,100723,10,9,5,9,5.7,3.9,20.6,39022
209,3374,100724,12,11,3,10.8,6,2.9,20.6,41302
209,3416,100725,11,15,4,9.2,9.1,2.8,23.5,41281
209,3420,100726,20,27,6,17.1,15.6,5.9,21,38269
209,3454,100727,14,17,6,12.6,11.5,5.4,17.5,35914
209,3472,100728,10,15,6,9.6,6.6,4.1,22,47323
209,3478,100729,11,6,3,11,2.9,3,26.7,41639
209,3518,100730,8,12,8,7.5,7.7,5.1,29.5,50564
209,3548,100731,16,12,7,12.4,7.4,4.4,18.1,49836
209,3588,100732,16,17,7,15,13.3,5.9,21.3,SUPP
209,3594,100733,10,7,4,8.1,4.4,3.5,27.7,43001
209,3597,100734,16,11,4,11.9,9.6,3.6,21.1,43675
209,3612,100735,7,13,2,5.1,6.8,1.5,38.9,49397
209,3650,100737,13,16,4,11,8.8,2,22.5,41376
209,3654,100738,6,8,1,4,4.5,1,43.8,43698
209,3661,100739,16,15,5,12,9.7,4.3,19.5,43872
209,4047,100740,96,18,29,85.8,14.7,28.5,10.4,41820
209,4204,100741,98,14,33,94,11.6,27.9,14,44912
209,4249,100742,59,28,32,58.6,27.3,31.2,15,46805
209,4267,100743,92,33,39,76.1,26.8,36.2,17.7,41701
209,4289,100745,96,25,38,91.6,19.6,36.9,15,46249
209,4323,100747,64,9,21,62.5,9,20.9,13.8,39788
209,4600,100748,54,9,24,49.6,7.3,20.4,13.8,43902
209,4636,100749,49,17,16,48.5,16.4,14,15.3,42435
209,4646,100750,64,10,28,59.9,8.2,23.4,14.7,44071
209,4802,100752,61,NA,9,58.8,NA,8.5,13,42162
209,5200,100753,19,24,4,18.2,23.5,4,25.9,45698
209,5201,135843,56,17,18,54.8,16.4,17.6,14.9,42162
209,6905,135073,121,30,37,116.2,28.3,34.3,15.2,42935
209,6906,135070,100,23,47,98.5,21.4,42.7,14.1,41665
209,6907,135264,78,39,39,73.6,33.6,34.4,16.4,48007
210,2000,138263,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
210,2001,138270,12,12,4,12,12,4,19,38922
210,2002,139907,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
210,2003,100774,19,16,4,17.9,14.3,3.9,18.2,42906
210,2004,140937,6,5,2,5.8,4.9,1.2,14,39710
210,2005,141666,26,15,10,26,13.3,8.1,14.4,35951
210,2006,142090,4,7,4,3.4,5.5,3.1,26.5,34174
210,2038,100775,11,17,5,11,14.3,4.4,24.4,48126
210,2085,100780,30,35,10,28.2,29.7,9.4,17.9,39851
210,2100,100781,22,18,8,22,14.1,8,17.9,37797
210,2116,100782,22,30,6,22,28.6,5.7,19.9,39620
210,2123,100783,26,15,6,22.5,11.8,5.4,14.8,42794
210,2138,100784,18,15,4,16.1,11.2,2.7,13.1,38960
210,2142,100785,29,38,6,28.3,32.3,5.6,17.6,42356
210,2161,100786,17,30,11,13.3,24.9,9.1,35.4,42039
210,2169,136665,19,18,10,18.4,14.3,8,21.2,37648
210,2257,100790,34,30,13,28.7,21.5,10.2,22.2,44959
210,2263,100791,18,17,8,17.7,11.8,7.4,21.1,42380
210,2293,100793,27,22,8,24.6,20.2,5.9,18.5,43137
210,2308,100794,13,10,3,13,8.6,2.9,19.5,40832
210,2323,100795,22,22,6,22,18,6,18.6,40303
210,2328,100796,28,27,19,26.4,20.3,16.9,18.6,42334
210,2335,140507,27,27,8,26.7,24.6,8,18.5,41930
210,2339,100798,28,32,8,26.3,22.1,5.6,17.6,46890
210,2351,100800,16,19,8,15.8,13.2,8,26.2,39489
210,2365,100801,11,16,5,10.9,10.6,4.4,23.8,41648
210,2392,100802,23,17,5,18.5,11.6,4.8,23.9,42509
210,2411,100803,26,30,6,22.7,25.5,3.7,17.8,42846
210,2500,137648,39,36,23,38.2,27.1,17.2,12.3,37441
210,2514,100808,16,26,2,15.5,13.8,1.4,20.6,44260
210,2516,100809,21,18,11,20.2,14.7,10,17,40385
210,2526,100810,21,35,15,20.4,27.7,13.4,23.3,47259
210,2560,100811,8,11,4,8,9.8,4,28.4,56989
210,2562,100812,16,20,10,15.1,15.6,9.2,28.1,44106
210,2607,100813,5,9,3,4,8.6,2.5,SUPP,38176
210,2609,100814,14,16,5,14,10.5,4.4,16,40139
210,2621,100815,10,12,4,10,7.8,2.9,18.5,45362
210,2848,100817,28,31,9,26.3,27.1,9,18.2,40791
210,2852,100818,13,17,5,11.6,14.9,5,19.7,43890
210,2853,100819,18,42,13,16.8,32.7,12.6,26.2,45382
210,2855,100821,14,26,8,12.7,18.2,8,35,42907
210,2856,130918,37,48,27,36.8,41.4,24.1,16.6,41139
210,2857,137413,19,39,2,18.2,35.2,1.7,20.7,40016
210,2858,131843,25,20,6,22.7,18.4,5.2,23.3,44729
210,2859,138842,30,19,20,28.9,16.8,10.3,16.2,40153
210,3313,100822,4,9,2,3.6,5.8,2,SUPP,52644
210,3337,100823,12,10,2,10.8,10,1.9,24,41416
210,3341,100824,23,24,10,22.6,17.8,7.3,17.5,42023
210,3399,100825,12,18,5,11.2,11.7,4.2,19.8,46492
210,3435,100826,23,23,7,20.5,15.7,6.6,20.8,45263
210,3445,100827,13,17,2,11.9,12.1,1.7,13.9,44892
210,3447,100828,19,11,7,19,6.8,6.5,16.7,38958
210,3452,100829,32,27,8,31.5,22.9,7.1,16.9,37333
210,3460,100830,28,29,4,24.6,20,4,17.4,43540
210,3468,100831,8,18,2,7.6,12.3,2,26.8,46770
210,3475,100832,16,35,11,15.2,21.6,6.9,22.4,42204
210,3476,100833,11,15,4,11,11.2,3.9,20.5,44390
210,3484,100834,13,20,6,12.6,10.1,4.6,19.3,41942
210,3492,100835,10,8,2,9.9,5.7,2,13.1,42260
210,3508,100836,12,18,4,10.8,8.1,3.3,20.2,43364
210,3516,100837,8,13,3,7.7,8.9,2.7,28.4,40209
210,3573,100838,18,23,5,18,20.9,5,18,42576
210,3586,100839,6,13,3,5.9,9.9,2.5,37.7,46892
210,3593,100840,16,10,4,15.1,6.5,3.7,15.4,41757
210,3669,100841,12,12,3,9.4,10.3,2.8,23.6,44680
210,3670,134903,17,39,11,16.6,29.6,10.3,26.2,43235
210,4000,139587,21,2,4,20,1.5,3.2,9.4,41092
210,4001,139718,30,12,12,30,11.3,11.6,11.8,40092
210,4002,140221,16,6,4,14.5,6,3.8,15.8,45827
210,4265,136309,166,6,9,149,4.1,8.6,10.8,39420
210,4318,136298,88,20,32,81.4,18.1,29.3,14.7,43059
210,4680,100849,66,6,24,62.9,4.7,19.8,12.6,43507
210,5200,100851,22,18,6,19,12.7,4.6,20.7,46757
210,5201,100852,20,17,6,18.7,11.9,5.8,22.3,47061
210,5203,100853,16,17,5,14.7,11.2,3.9,16.2,42375
210,5204,100854,9,10,2,7.6,6.3,1.9,20.8,43588
210,5205,100855,12,14,3,10.9,11.2,2.9,19.4,51328
210,5207,100816,24,20,6,22.5,14.5,5,14.7,39979
210,5209,131318,15,21,6,14.2,11.9,5.7,30.6,43921
210,5402,100857,62,7,10,61.6,7,9,11,42997
210,5403,138961,71,10,22,69.5,9.5,20.5,11.6,42395
210,5404,100859,63,12,15,59,10,14.7,10.2,47761
210,5405,138960,75,7,18,73.7,5.9,17.2,11.2,44600
210,6905,134222,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
210,6906,134225,30,10,18,30,9.8,17.2,26.7,48967
210,6907,131747,55,35,3,54.2,33.8,3,13.1,46483
210,6908,132711,72,16,25,67.4,15.8,23.3,12.3,45380
210,6909,135315,81,25,27,80.3,23.7,24.3,12.2,43400
210,6911,135401,115,23,56,114.8,23,53.5,9.3,NA
210,6912,135584,100,31,34,98.3,29.8,31.2,12.6,41624
210,6913,135816,59,13,20,58.5,13,20,13.4,41749
211,1101,138262,49,NA,NA,46.6,NA,NA,1.7,25922
211,2000,137016,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
211,2001,140096,37,44,10,35.2,34.7,8.8,20.8,39574
211,2002,131936,24,26,11,23.8,22.5,9.9,19.2,39839
211,2003,133288,19,28,13,18.9,23,10.6,22.3,40501
211,2004,133574,29,29,13,27.9,24.2,10.2,18.7,42068
211,2005,134160,31,48,8,29.6,35.4,8,19.8,48882
211,2006,139423,21,29,14,21,24.5,12,20,40416
211,2008,138276,12,7,7,12,6.1,7,21.5,43100
211,2009,141039,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
211,2043,100890,37,44,10,36.4,32.6,9.4,16.8,38326
211,2056,100891,39,52,18,39,38.1,17,19,37371
211,2059,100892,30,31,6,29,25.3,6,14.3,42489
211,2091,100893,23,21,4,20.5,17.4,3.1,13.9,44205
211,2097,100894,32,40,18,29.6,27.6,16.9,18.3,45650
211,2099,100895,28,15,8,23,10.3,6.6,15.4,41711
211,2110,100896,19,27,9,18.4,16.8,7.7,18.9,42898
211,2118,100897,29,31,9,24.9,19.2,7.4,17.9,42456
211,2144,100898,22,24,7,20.6,16.8,6.4,17.5,42363
211,2145,140064,32,31,14,29.5,27.1,13.5,21,39169
211,2147,100900,33,34,13,32.6,30,12.9,14.3,42960
211,2159,100901,31,35,7,27.4,28.2,6.1,17.3,46378
211,2254,100902,24,25,7,22.6,22.6,6.8,16.1,47909
211,2270,100903,16,15,4,14.8,9.7,3.5,14.4,46122
211,2281,100904,23,22,7,19.4,14.4,6.9,17.2,43847
211,2341,100906,30,32,9,26.2,18.8,6.9,17.5,46033
211,2377,100907,16,14,8,15.1,11.3,7.2,18.8,39177
211,2378,100908,14,22,9,14,14.4,9,16.9,45203
211,2397,100911,29,33,12,27,20.1,10.8,16.5,44060
211,2402,100912,42,33,17,39,27.2,15.2,16.6,44392
211,2406,100913,24,21,7,22.6,16.7,6.1,14.9,42512
211,2432,100914,13,17,6,12,13,6,19,41482
211,2441,100915,18,25,17,14.9,17.1,11.1,22.2,49895
211,2446,100916,17,17,5,14.7,13.1,5,16.1,45167
211,2499,100917,28,28,10,26.3,22.3,7.7,17.3,43462
211,2533,100920,40,43,13,35.8,37.5,11.6,19.5,47905
211,2557,137682,21,9,7,17.2,9,5.8,21,46513
211,2568,100922,34,27,14,30.7,24.8,13.8,18.2,41039
211,2569,100923,27,24,9,26,19.1,5.4,16,44991
211,2623,100926,11,13,3,10.4,11.9,2.5,21.9,44449
211,2631,100927,26,23,7,24.3,20.4,6.1,17,43639
211,2658,100928,21,15,9,19.8,12,8.3,18.3,40426
211,2828,100930,31,24,11,28.6,19.8,9.4,15.4,43065
211,2857,100931,15,22,6,13.8,18.5,4.5,17.2,43482
211,2893,100932,17,21,6,14.9,19.1,6,20.5,41835
211,2908,100934,29,31,18,27.1,25.3,7.7,16.3,38564
211,2909,100935,15,23,5,15,16.1,3.6,14.3,48063
211,2910,100936,20,15,12,19.2,11.1,8,16.3,44474
211,2912,100937,30,43,12,26.4,26.1,10.8,17,45564
211,2916,100938,16,14,5,14.9,11.3,4.6,15.6,48700
211,2917,100939,33,42,9,30.8,34.9,7.7,15.5,39512
211,2918,100940,15,11,7,13.8,6.4,5.4,14.6,46374
211,2919,100941,26,24,8,25,18.4,6.5,17.6,43611
211,2920,100942,19,14,9,16.9,12.5,8.1,14.2,43691
211,2921,100943,16,20,8,12.6,12.2,7.9,16.4,42226
211,2922,130352,38,50,19,37,41.8,15.1,17.1,39552
211,2999,131737,29,27,6,25.5,18.8,5.5,17.5,39678
211,3332,100944,14,13,5,13.1,9.1,5,14.1,43555
211,3346,100945,11,11,4,10.2,8.6,2.9,20,44375
211,3350,100946,9,14,4,8.2,10.5,4,23.6,46919
211,3397,100949,12,12,7,11,9,6.8,21,43213
211,3411,100950,22,23,4,20.6,17.4,4,16.1,43576
211,3431,100951,12,17,5,10.8,14,5,19.5,43853
211,3462,100953,14,14,6,13,13,4.9,16,45969
211,3497,100954,15,22,11,13.6,16,6.6,23.7,32757
211,3540,100956,13,17,6,11.1,12.3,4.2,19.7,48694
211,3563,100958,13,19,4,12.1,18.1,3,19,39862
211,3574,100959,13,17,4,12.8,11.5,3.9,17.4,47769
211,3581,100960,13,15,7,12.8,12,5.2,17.2,38241
211,3592,100961,12,15,7,12,10.5,6.4,19.6,39922
211,3619,100962,12,10,9,11.1,6.7,5.1,20.7,48402
211,4000,138202,22,8,7,21.4,7.3,6.8,10.4,46159
211,4001,141133,15,5,5,15,5,5,12.9,44268
211,4002,141095,12,NA,3,12,NA,3,11.3,37622
211,4024,100965,62,32,24,61.4,29.8,23.1,12,44671
211,4105,100966,80,56,26,79.5,54.6,25.2,12,43910
211,4150,100967,113,76,38,107.7,66,34.1,13.8,44946
211,4242,100968,105,20,37,99.3,17.6,32.4,14.1,46317
211,4276,100969,82,15,22,82,14.5,21.5,11.9,39533
211,4277,100970,105,22,39,104.3,19.6,38.4,13,39960
211,4284,137789,72,14,33,70.7,11.9,26.3,14.2,45165
211,4296,100972,63,37,26,59.1,28,24,13.8,43418
211,4297,100973,104,57,36,97.7,48.5,29.7,13,44957
211,4298,133289,117,27,34,112,23.9,31.7,5.2,43249
211,4505,100974,95,47,34,90.7,40.7,33.3,12.2,46141
211,4507,100975,118,32,44,111.5,29,39.7,13.3,44076
211,4722,100977,102,45,28,98,39.6,26.6,15.3,41834
211,4726,100978,117,27,34,112,23.9,31.7,7.9,43249
211,5400,100979,55,14,22,53.2,12.9,21.2,12.6,50421
212,2000,139592,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
212,2001,139687,7,9,3,5.4,6.4,1.5,13.3,42812
212,2002,139775,13,9,1,10.4,8.4,1,16.6,44261
212,2004,100995,21,7,6,20.1,5.2,5.9,15.6,42221
212,2005,134041,23,22,6,22.3,17.1,5.1,20.2,40103
212,2006,140423,4,4,2,3.2,4,1.6,23.8,42245
212,2007,140682,13,8,7,12,5.4,4.4,16,43353
212,2010,100996,28,28,4,24.1,17,3.4,15.9,38964
212,2034,100997,29,25,5,22.3,15.7,4.6,18,40375
212,2040,137563,55,32,12,51.7,21.9,11.2,16.5,41580
212,2063,141303,12,16,7,12,14.2,6.9,28.5,39108
212,2064,101001,24,24,9,19.2,13,4.4,17.8,38646
212,2067,101002,28,16,12,27.5,11.8,9.7,15.9,44385
212,2107,101003,30,19,8,28.8,15.8,7.6,15.2,41822
212,2180,101005,33,29,8,29.2,20.4,6.8,16.3,41812
212,2211,101006,20,27,9,19,18.6,8.2,16.4,40821
212,2217,101007,28,25,6,24.7,17.7,4.6,17.2,41141
212,2231,101008,32,32,14,28.2,20.5,10.4,14.6,40373
212,2237,101009,27,37,12,26,26.9,7.3,16.6,40750
212,2301,101010,23,17,10,21.7,10.9,8.7,15.9,39966
212,2314,101013,27,20,4,25.6,13.8,2.3,15.3,39539
212,2334,101014,13,15,5,11.1,11.8,4.6,18.6,39760
212,2467,101016,34,36,16,29.1,25.4,11.9,20.3,39408
212,2495,101017,27,23,8,22.7,17.4,7.3,17.2,40344
212,2511,101018,23,17,4,21.9,14,3.9,15.1,37030
212,2541,101019,29,25,13,22,19.1,10.8,19.1,40370
212,2545,101020,15,26,7,14.6,14.9,4.8,19.8,44513
212,2558,101021,29,30,9,27.2,26.1,8.2,14.5,41837
212,2584,101022,31,31,5,29.4,20.8,4.7,16.9,40066
212,2633,101024,24,24,9,21.2,17.1,7.3,14.2,43586
212,2648,101025,25,15,6,20.3,11.3,5,14.8,39404
212,2774,101026,20,17,10,16.8,10.5,6.2,18.7,44663
212,2780,101027,31,20,14,28.1,15.6,12.5,15.1,35115
212,2781,101028,32,39,17,29.4,29.8,14.7,16.2,41020
212,2786,101029,22,17,6,22,10,5.8,14.9,39759
212,2807,101031,14,13,8,13.8,9.3,7.5,16.6,42225
212,2877,101033,14,17,7,12.6,15.3,7,18.7,42900
212,3304,101034,13,14,4,12.5,11,3.1,18.3,39417
212,3320,101035,13,11,6,11,10,4.4,18.3,41212
212,3376,101036,12,5,5,11.2,3.4,3.8,18.8,41830
212,3387,101037,13,10,3,10.4,6.6,2.4,19.6,44722
212,3390,101038,14,17,6,12.6,10.7,4.9,17.4,43468
212,3408,101041,12,12,6,11.6,8.6,5.2,16.9,44205
212,3422,101042,24,26,8,19.2,17.6,6.5,18.3,40091
212,3434,101043,15,15,4,13.8,9.5,2.7,13.9,38804
212,3444,101044,16,12,3,15.2,11.6,3,15.2,39325
212,3486,101045,12,17,5,10.9,10,3.3,20.3,45908
212,3524,101046,15,16,6,13,9.5,3.4,18.2,42539
212,3525,101047,18,16,4,17,13.5,3.2,11,38078
212,3528,101048,15,9,5,14.4,7.5,3.6,15.1,40339
212,3550,101049,24,24,5,19.5,15.2,4.2,21,40385
212,3629,101050,27,32,8,25.3,21,7.1,16.4,40062
212,3636,101051,16,20,7,12.7,11,5,18.7,43909
212,3644,101052,13,6,4,9.3,5.6,2.9,22.1,42802
212,3645,131520,29,25,10,27.7,16.4,9.4,16,43361
212,4000,138267,42,5,14,41.6,5,12.8,11.3,36489
212,4001,140985,65,9,17,62.8,9,16.7,12,46935
212,4008,135762,41,20,17,38.8,14.9,15.3,10.8,47671
212,4297,101053,100,10,26,90.9,9.7,23.3,13.5,43930
212,4328,136883,73,16,28,67,14.4,26.7,14.5,29044
212,4734,141808,67,12,21,65.6,10.5,20,14,43422
212,5201,101057,48,43,10,44.6,33.8,8.5,12.9,38840
212,5202,101004,26,38,16,23.4,19.2,11.8,17.9,42981
212,5203,101012,17,16,9,15.6,12.6,5,19.8,44765
212,5204,101011,18,12,6,13.9,9.8,2.8,25.5,46189
212,5205,101032,18,13,10,18,7.3,7,16.1,37700
212,5400,137005,163,19,71,138.3,16.7,53.6,14.2,42667
212,5401,139842,119,10,44,113.8,8.5,40.8,15.2,45021
212,5402,138681,43,13,9,42,12.2,8.3,11.3,43599
212,5405,138682,117,45,45,109.5,40,41.5,12.2,43168
212,6905,135316,94,34,33,90.6,32.2,31.5,14.1,42561
213,1101,140806,8,5,4,8,4.8,4,7.5,43506
213,2000,137323,14,12,3,14,12,3,22.9,37922
213,2001,138275,7,5,3,6.4,3.8,2.7,15.9,41544
213,2002,139824,20,14,5,18.4,13.9,4.4,16.6,43137
213,2003,139898,5,4,2,5,3.9,2,21,44078
213,2004,139940,22,12,6,20.6,8.8,6,12.4,40628
213,2032,101107,14,5,2,14,3.6,2,16.6,39497
213,2087,101108,24,11,7,22.4,9.9,7,14.8,43549
213,2189,101110,30,11,9,28.9,8.1,6.3,14.5,38800
213,2208,101111,32,19,7,30.8,17.9,5.3,15.2,40989
213,2244,140050,49,24,6,46.9,16.4,4.9,14.4,41315
213,2418,138683,32,20,6,30.1,12.7,3.7,14.6,39144
213,2778,101115,28,22,5,25.4,15.7,4.7,17.2,36691
213,2799,101116,34,30,9,34,22.8,8.5,16.2,39033
213,2816,101117,12,4,3,10.8,2.9,3,15.9,36778
213,2844,101120,22,12,5,22,11.8,5,13.6,39439
213,3306,101121,13,8,4,13,5.9,3.1,15.1,41865
213,3316,101122,26,17,5,21.4,10.5,3.9,14.2,42278
213,3351,101123,13,13,4,12.2,8,3.6,19.3,39897
213,3381,101124,23,7,7,17.4,5.1,7,16.2,42139
213,3414,101125,14,12,5,13.6,8.5,5,17.1,41364
213,3418,101126,14,3,1,14,2.8,1,10.3,40117
213,3424,101127,14,12,5,13,11.5,4.8,17.8,47276
213,3432,101128,22,17,6,20.2,12.1,5.6,18.8,43384
213,3440,101129,14,13,2,12,11.1,2,15.8,39009
213,3446,101130,11,5,3,10,4.8,3,19.9,48889
213,3451,101131,13,6,3,12.2,4.6,3,12.5,35098
213,3453,101132,12,11,3,12,8.2,2.1,14.8,41586
213,3473,101133,17,10,9,16.6,8.1,6.9,17.5,43677
213,3496,101134,11,3,5,11,2.6,4.1,17.1,40938
213,3511,101135,14,8,7,13,7.4,6,17.5,37453
213,3520,101136,13,13,5,11.4,10.2,4.2,18.3,44656
213,3532,101137,17,17,6,17,11.8,5.1,17.5,42651
213,3539,101138,15,12,3,13.9,10.9,2.6,13.5,41306
213,3580,101139,32,NA,1,22.3,NA,1,9.3,40819
213,3582,101140,16,6,3,16,4.4,2.8,18.1,42274
213,3590,101141,12,11,9,11.8,7.4,6.2,18.5,40691
213,3598,101142,14,18,3,13.3,12.2,2.6,15.4,39861
213,3610,101143,12,17,4,11.1,10.4,3.9,20.4,42779
213,3611,101144,12,10,2,11.5,7.7,1.4,20.3,44099
213,3623,101146,14,12,3,12.6,7.5,1.4,15.5,41241
213,3653,101147,14,17,7,13.9,10,4.8,16.8,42795
213,4000,140884,20,4,3,20,4,3,12.1,41300
213,4001,140939,32,5,6,29.1,5,5.8,12.8,44349
213,4295,137646,104,36,31,101.7,32.6,28.3,13.7,43860
213,4628,138313,80,8,31,70.9,6.5,29.1,14.8,38509
213,4673,137353,111,13,29,106.6,12.8,27.7,10,43096
213,4687,138312,64,7,19,60.6,6.1,18,12.7,46767
213,4723,101154,85,20,23,79.1,18,21.7,12.1,43157
213,4809,139369,67,5,18,66,3.9,15.7,13.4,40240
213,6905,130912,98,32,38,94.6,30.9,36.9,13,45681
213,6906,131262,107,3,26,104,2.9,25.3,10.7,40636
213,6907,135242,70,38,15,69.8,35.9,14.4,11.9,39296
213,6908,135676,100,20,24,95.7,19.6,23,12.6,42424
301,2001,101186,51,31,14,47.5,25.8,12.5,18.2,42064
301,2002,140687,23,20,8,22.1,17.5,5.8,19.9,38773
301,2003,141651,1,NA,1,0,NA,1,NA,SUPP
301,2005,101188,23,13,9,23,9.4,8.1,16.5,39815
301,2006,101189,41,41,13,40.1,36.2,12.5,21,42802
301,2009,101192,28,19,5,24,12.1,4.7,19.8,44026
301,2010,101193,61,60,12,57.6,38.8,9.8,19.2,46324
301,2013,101196,47,40,19,41.9,28,16.8,20.7,44045
301,2015,101198,67,36,22,61.1,34,18.7,18.4,41890
301,2019,142133,1,1,NA,1,1,NA,23,SUPP
301,2021,138684,19,33,6,18.3,29.7,5.9,21.8,38193
301,2024,101202,38,23,15,32.3,12.7,12.2,18.5,47324
301,2030,101203,24,21,7,19.5,14.2,6.3,22.6,51101
301,2033,101206,43,33,18,39.8,27.9,16.3,22.8,44156
301,2042,101210,16,16,7,14.3,11.2,5.1,20.8,45560
301,2043,101211,19,21,4,18.1,12.2,3.4,19.3,41542
301,2047,101212,43,39,8,37.5,31.1,7,21.3,39125
301,2052,101216,20,18,3,20,13.9,2.9,19.8,46883
301,2055,101219,28,14,7,26.5,8.3,6.5,18.7,48257
301,2056,101220,22,15,12,21.4,11.2,7.1,22.7,39899
301,2059,101222,56,45,19,43,37.5,16,27.3,54198
301,2060,101223,14,20,8,12.9,10.9,5.3,21.8,44971
301,2061,101224,17,15,5,16.3,9.1,2.9,19.8,44604
301,2063,101226,49,62,22,47.9,52.2,19.7,21.8,39173
301,2064,101227,29,22,12,26.5,16.6,9.7,21.4,40418
301,2065,101228,27,31,8,25,24.7,6.9,19.4,46975
301,2066,101229,23,16,9,22.1,13.8,8.6,19.9,40591
301,2067,101230,76,44,21,73.2,32.3,17.6,16.6,41337
301,2068,101231,27,16,12,25.3,9.7,7.6,19,47823
301,2069,101232,34,32,8,29.6,25.4,6.6,19.2,41502
301,2070,130357,39,24,13,36.7,14.7,10.9,17,41079
301,2071,130340,38,24,13,36.7,20.1,11.9,20.9,42748
301,2072,130919,33,33,12,31.5,23.3,11.4,18.5,41781
301,2073,131844,40,44,10,34,23.7,8.5,19.3,40467
301,2074,131845,34,21,9,31.8,16.5,7.6,17.4,42944
301,2075,131775,48,47,24,47.1,41.3,22.9,23.3,42992
301,3300,101233,21,21,7,19,14.7,4.4,23.1,45194
301,3301,101234,22,26,9,19.1,12.2,5.5,18.5,43388
301,3500,101235,21,11,8,21,5.8,7.1,17.4,39540
301,3502,101236,19,14,8,18.5,8.3,6.8,21.3,43313
301,3503,101237,22,22,6,19.1,18.3,5.8,22.8,43490
301,3505,101238,11,11,3,10.3,7.2,2.5,20.3,46660
301,3506,101239,13,12,4,11.9,7.7,3.4,18.5,43704
301,3507,136431,29,31,11,25.2,25.7,8.9,22,47765
301,4001,139791,33,22,6,33,20.4,5.7,14.6,34629
301,4003,140962,9,12,3,9,10.9,3,19.5,47011
301,4004,141178,97,11,25,95.1,11,23,12.9,46494
301,4005,140945,20,14,13,20,13.8,12.4,11.5,43202
301,4021,101241,133,23,43,126.7,20.5,38.7,15.7,45890
301,4023,101243,73,22,21,66.7,19.2,17.9,14,53670
301,4024,101244,122,24,31,110.2,20.2,27,15.7,46135
301,4027,101245,145,20,35,136.1,16.7,33,13.6,40811
301,4028,141683,110,35,38,107.1,32.8,34.6,17.8,40526
301,4029,133561,114,32,33,104.6,28.7,29.5,13.2,47681
301,4703,101247,86,14,24,79,12.3,21.6,15.6,53515
301,4704,136028,99,37,30,94.7,29.8,23.5,13.2,49526
