ALPHAIND	LEA	ESTAB	URN	SCHNAME	SCHNAME_AC	NFTYPE	TABKS2	PTPRIORLO	PTPRIORAV	PTPRIORHI	PTL2BASICS_LL_PTQ_EE	PTEBACC_15_PTQ_EE	PTL2BASICS_3YR_PTQ_EE	PTAC5EM_PTQ_EE	ATT8SCR	ATT8SCRENG	ATT8SCRMAT	ATT8SCREBAC	ATT8SCROPENG	ATT8SCR_LO	ATT8SCR_AV	ATT8SCR_HI	ATT8SCR_15
23506	334	4030	136909	Heart of England School	 	ACC	0	0.06	0.51	0.44	0.71	0.34	0.68	0.68	54.4	11.5	10.2	15.5	16.9	31.5	47.5	65	NA
27422	334	4661	136347	John Henry Newman Catholic College	 	AC	0	0.15	0.55	0.29	0.67	0.22	0.58	0.63	50	10.7	9.4	14.1	12.4	33.8	49.5	59.3	NA
29824	334	4012	137007	Langley School	 	ACC	0	0.18	0.45	0.37	0.66	0.39	0.67	0.63	51.9	10.7	10.2	14.7	13.5	31.9	51.5	62.9	NA
30664	334	4018	137231	Light Hall School	 	ACC	0	0.1	0.57	0.32	0.66	0.21	0.68	0.54	50.4	10.3	10.4	13.3	14.1	29.5	48.5	60.2	NA
31308	334	4019	137008	Lode Heath School	 	ACC	0	0.13	0.56	0.31	0.59	0.35	0.61	0.55	49.3	10.6	9.4	14.5	13.8	27.7	48.2	61.7	NA
32104	334	4000	142075	Lyndon School	 	AC	0	0.17	0.56	0.28	0.48	NA	0.48	0.43	47.1	9.7	9.2	13.2	12.6	28.3	45.9	60.9	NA
39562	334	6906	135971	Park Hall Academy	 	AC	0	0.21	0.54	0.25	0.47	0.16	0.44	0.44	49.4	9.6	8.9	12.2	9	34.5	50.5	59.8	NA
49054	334	6002	104123	Saint Martin's School	 	IND	0	NP	NP	NP	1.0	0.33	0.95	1.0	69.1	14	13.8	20.6	20.4	NP	NP	NP	NA
50888	334	4650	104119	St Peter's Catholic School and Specialist Science College	 	VA	0	0.08	0.5	0.42	0.75	0.49	0.78	0.68	56.2	11.6	11.1	16.5	16.8	31.8	52.6	64.7	NA
54010	334	4034	104118	Smith's Wood Sports College	 	CY	0	0.19	0.61	0.2	0.47	0.19	0.43	0.39	45.1	9.2	8.7	11.7	6.7	31	45.1	57	NA
54084	334	6003	104124	Solihull School	 	IND	0	NP	NP	NP	0.98	0.0	0.98	0.98	69.6	14.6	13.7	20.7	19.3	NP	NP	NP	NA
58542	334	4014	136310	Tudor Grange Academy, Solihull	 	ACC	0	0.08	0.44	0.48	0.9	0.54	0.91	0.88	61.3	12.6	12.2	17.3	19.1	43.9	56.9	68	NA
62996	334	4001	142900	WMG Academy for Young Engineers (Solihull)	 	FUTC	0								 	 	 	 	 	 	 	 	 
288	335	6013	135483	Abu Bakr Boys School	 	IND	0	NP	NP	NP	0.83	0.0	0.75	0.75	53	11	10.8	15.6	15.4	NP	NP	NP	NA
290	335	6010	132750	Abu Bakr Girls School	 	IND	0	NP	NP	NP	0.5	0.11	0.57	0.4	50.3	10.3	9.6	12.1	18.2	NP	NP	NP	NA
880	335	5405	137974	Aldridge School - A Science College	 	ACC	0	0.12	0.6	0.27	0.66	0.25	0.6	0.6	50.8	10.4	9.8	14.3	11.5	26.2	51.2	61	NA
3750	335	5406	136885	Barr Beacon School	 	ACC	0	0.12	0.54	0.34	0.79	0.29	0.69	0.73	53.7	11.8	11.1	14.7	14	34.6	52.2	62.8	NA
6054	335	4001	137274	Bloxwich Academy	 	AC	1	0.36	0.56	0.08	0.28	0.0	0.21	0.24	29.6	7.7	6.2	4.8	5.9	16.9	34.1	51.3	NA
6064	335	4004	138606	Blue Coat Church of England Academy	 	AC	0	0.43	0.47	0.1	0.43	0.12	0.44	0.36	41.3	8.9	7.9	11.1	11	27.5	50.5	59	NA
8262	335	4057	104248	Brownhills School	 	FD	0	0.13	0.57	0.3	0.65	0.1	0.51	0.44	48.3	10.6	9.8	12.8	11.3	25.3	47.4	59.5	NA
17266	335	6009	130323	Emmanuel School	 	IND	0	NP	NP	NP	0.5	0.44	0.6	0.5	52.3	11.3	10	15	16	NP	NP	NP	NA
20664	335	6907	135956	Grace Academy Darlaston	 	AC	0	0.28	0.54	0.18	0.5	0.02	0.45	0.45	45.9	9.6	9.2	11.6	8.6	33.5	47.1	61.6	NA
26548	335	6007	104266	Hydesville Tower School	 	IND	0	NP	NP	NP	0.92	0.1	0.87	0.72	59.8	11.7	11.9	17.8	18.4	NP	NP	NP	NA
27580	335	4007	137830	Joseph Leckie Academy	 	ACC	0	0.28	0.53	0.19	0.5	0.13	0.51	0.41	44.9	9.4	9	11.3	8.9	30.4	48.3	60.4	NA
38610	335	6906	135769	Ormiston Shelfield Community Academy	 	AC	0	0.22	0.58	0.2	0.4	0.03	0.42	0.33	41.8	9.2	8.1	10.5	9.3	27.8	41.5	58.2	NA
39450	335	6008	104267	Palfrey Girls School	 	IND	0	NP	NP	NP	0.37	0.27	0.48	0.27	45.4	8.5	7.8	13.2	16	NP	NP	NP	NA
41046	335	4106	104251	Pool Hayes Arts and Community School	Pool Hayes Academy	FD	0	0.11	0.54	0.35	0.57	0.09	0.48	0.55	51.9	10.4	9.3	12.7	4.5	40.1	48.1	61.8	NA
41952	335	5404	136773	Queen Mary's Grammar School	 	ACC	0	0.0	0.03	0.97	0.99	0.89	0.99	0.99	72.8	14.5	14.8	22.1	21.2	NE	SUPP	73.1	73.7
41954	335	5403	136777	Queen Mary's High School	 	ACC	0	0.0	0.05	0.95	0.99	0.81	0.97	0.98	69.6	13.4	14.1	21.6	20.3	NE	SUPP	70	NA
46760	335	4606	104255	St Francis of Assisi Catholic Technology College	 	VA	0	0.13	0.52	0.35	0.62	0.19	0.62	0.56	51.1	10.6	9.8	13.6	14.4	31.5	49.3	61	NA
51602	335	5401	104259	St Thomas More Catholic School, Willenhall	 	VA	0	0.14	0.56	0.29	0.5	0.19	0.54	0.44	48.2	10.8	9	12.4	11.9	29.8	47.1	59.6	NA
53282	335	5402	136620	Shire Oak Academy	 	ACC	0	0.11	0.52	0.37	0.64	0.24	0.55	0.59	50.5	10.9	9.7	13.4	12.5	31.7	47.1	60.7	NA
56042	335	5400	137707	The Streetly Academy	 	ACC	0	0.12	0.59	0.29	0.69	0.24	0.65	0.61	50	10.7	10.1	14.6	12.7	35.2	48.8	58.5	NA
59718	335	6905	133697	Walsall Academy	 	AC	0	0.12	0.47	0.41	0.7	0.49	0.69	0.58	54.7	10.9	10.6	14.8	7.8	35.8	51.4	63.6	NA
59722	335	4005	139789	Walsall Studio School	 	FSS	0	0.13	0.75	0.12	0.28	0.0	0.25	0.2	34.5	9.4	6.6	5.7	4.5	23.5	34.9	48	NA
60930	335	4003	138374	West Walsall E-ACT Academy	 	AC	0	0.36	0.51	0.13	0.41	0.13	0.41	0.35	38.1	8.6	7.7	8.9	7.1	23.8	44.6	56.2	NA
62158	335	4002	137706	Willenhall E-ACT Academy	 	AC	0	0.23	0.54	0.24	0.4	0.12	0.38	0.36	41.3	9	7.7	9.3	5.4	25.5	40.9	57	NA
858	336	5402	139138	Aldersley High School	 	ACC	0	0.28	0.51	0.21	0.62	0.27	0.49	0.55	50.6	10.2	9.3	13.5	7.7	36.4	52.2	65.7	47.4
7602	336	4003	142080	The British Sikh School	 	F	0					NA			 	 	 	 	 	 	 	 	NA
12648	336	4133	104395	Colton Hills Community School	 	CY	0	0.27	0.55	0.18	0.55	0.24	0.47	0.39	42.3	8.8	9.2	10.8	8	30.2	45.4	61.4	NA
12984	336	4128	104390	Coppice Performing Arts School	 	CY	0	0.12	0.59	0.29	0.62	0.09	0.57	0.59	48.6	10	9.4	11.7	8.1	29.6	47.3	59	NA
23542	336	4134	137730	Heath Park	 	ACC	0	0.17	0.55	0.28	0.7	0.05	0.66	0.66	54.3	10.9	10.7	13.5	12.8	40.1	54	65.9	NA
24546	336	4113	104386	Highfields School	Highfields School	CY	0	0.18	0.58	0.23	0.74	0.18	0.71	0.71	53.2	11.4	10.5	13.4	14.5	36.3	53	66.4	NA
28430	336	4731	131547	The King's Church of England School	 	VA	0	0.21	0.5	0.29	0.39	0.18	0.38	0.32	40.3	9.1	8.4	10.5	7.9	20.5	40.7	54	NA
35024	336	4139	104397	Moreton Community School	 	CY	0	0.22	0.62	0.16	0.38	0.14	0.4	0.32	41.7	8.8	7.8	9.5	8.7	22.1	43	62.1	NA
35132	336	4000	138098	Moseley Park	 	AC	0	0.18	0.65	0.17	0.74	0.0	0.77	0.67	52	10.7	10	12.3	8.1	37.4	53	63.9	NA
36826	336	6906	136182	North East Wolverhampton Academy	 	AC	0	0.13	0.65	0.22	0.46	0.04	0.39	0.39	44.2	9.2	8.5	11.5	6.7	22	44.4	56.3	NA
38830	336	4606	141802	Our Lady and St Chad Catholic Academy	 	ACC	0	0.23	0.56	0.21	0.54	0.2	0.54	0.48	44.7	9.3	8.5	9.4	6.2	33.1	44.9	57.8	NA
46494	336	4605	139891	St Edmunds Catholic Academy	 	ACC	0	0.21	0.5	0.28	0.71	0.25	0.63	0.62	49.4	10.6	10	12.7	10.9	29.7	51.4	62.2	NA
46652	336	4601	138852	St.Peter's Collegiate Church of England School	 	ACC	0	0.11	0.45	0.43	0.74	0.32	0.47	0.63	54	10.6	10.8	15.7	13.6	33.1	50.5	63.3	NA
49948	336	4115	104387	St Matthias School	 	CY	0	0.35	0.51	0.15	0.47	0.05	0.51	0.46	37.6	9.2	7.8	7.1	10.3	22	39.5	56.3	NA
53996	336	4117	140586	Smestow School	 	ACC	0	0.19	0.63	0.18	0.56	0.24	0.57	0.54	49.4	9.7	9.5	14.2	8.8	33	51.4	63.2	NA
54414	336	6905	135983	South Wolverhampton and Bilston Academy	 	AC	0	0.29	0.5	0.21	0.39	0.02	0.31	0.3	45.3	8.9	8.5	11.6	6.3	31.2	48	58.5	36.7
57122	336	6013	104407	Tettenhall College Incorporated	 	IND	0	NP	NP	NP	0.57	0.64	0.69	0.5	54	10.1	11.5	15	17.3	NP	NP	NP	NA
60324	336	4001	141245	Wednesfield High Specialist Engineering Academy	 	AC	0	0.18	0.57	0.25	0.49	NA	0.49	0.43	44.2	10.4	8.8	11	8	25.4	44.1	58	NA
60842	336	4006	140160	West Midlands Construction UTC	 	FUTC	0					NA			 	 	 	 	 	 	 	 	NA
63072	336	5400	140798	Wolverhampton Girls' High School	 	ACC	0	0.0	0.01	0.99	1.0	0.88	1.0	1.0	73.5	14.7	14.6	22.3	21.9	NE	SUPP	73.4	NA
63074	336	6023	104411	Wolverhampton Grammar School	 	IND	0	NP	NP	NP	0.0	0.57	0.72	0.0	53.1	13.1	0	20.1	19.4	NP	NP	NP	NA
1064	340	4615	135479	All Saints Catholic High School	 	VA	0	0.22	0.6	0.18	0.29	0.06	0.35	0.27	36.2	7.7	7.4	9.2	9	17.9	37.3	56.4	NA
22080	340	4611	139614	Halewood Academy	 	ACC	0	0.13	0.52	0.35	0.44	0.07	0.35	0.44	43.8	9.9	7.9	11.9	11.9	23.6	41	55.9	NA
29054	340	4000	140001	Kirkby High School	 	AC	0	0.27	0.57	0.16	0.38	0.02	0.35	0.32	38.3	9	7.1	8.9	9.7	17.9	43	56.8	NA
31662	340	4001	140412	Lord Derby Academy	 	AC	0	0.24	0.53	0.23	0.4	0.12	0.42	0.37	41.8	9.2	8.2	10.9	11.6	30.2	41.9	53.6	NA
41288	340	4613	135477	The Prescot School	The Prescot School	CY	0	0.19	0.52	0.29	0.44	0.11	0.4	0.41	39.5	8.5	7.4	10.9	12.1	20.9	37.8	54.1	NA
46478	340	4616	135481	St Edmund Arrowsmith Catholic Centre for Learning (VA)	 	VA	0	0.11	0.63	0.25	0.5	0.2	0.53	0.46	43.3	9.9	8	11	13.7	20.6	41.6	57.8	NA
308	341	6905	101857	The Academy of St Francis of Assisi	 	AC	0	0.28	0.59	0.13	0.19	0.07	0.23	0.12	38.6	7.1	6.5	10.3	10.2	27.7	38.4	57.5	NA
1422	341	4421	104693	Alsop High School Technology & Applied Learning Specialist College	 	CY	0	0.21	0.58	0.21	0.35	0.23	0.4	0.33	42.5	9.3	7.2	8.9	8	27.3	42	57.8	NA
2164	341	4796	104717	Archbishop Beck Catholic Sports College	 	VA	0	0.19	0.5	0.31	0.47	0.23	0.5	0.42	44.9	9.5	8.8	12.2	12.5	30	43.6	56.3	NA
2168	341	4781	104705	Archbishop Blanch School	 	VA	0	0.11	0.47	0.43	0.74	0.43	0.68	0.67	54.3	12.2	10.3	14.9	15.8	27.9	49.7	64.9	NA
2848	341	6003	138878	Assess Education	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	9.9	0.1	4.8	4.2	0.8	NP	NP	NP	NA
2966	341	6046	132119	Auckland College	 	IND	0	NP	NP	NP	0.5	SUPP	0.22	0.2	34.5	5.3	9.2	9.7	7.3	NP	NP	NP	NA
4662	341	4787	138183	Bellerive FCJ Catholic College	 	ACC	0	0.16	0.52	0.32	0.7	0.14	0.65	0.66	51.3	11.2	10.1	14.4	14.4	34.5	49.2	62.5	NA
4754	341	6907	135174	The Belvedere Academy	 	AC	0	0.02	0.27	0.71	0.94	0.34	0.87	0.93	63.4	12.9	11.7	18.5	20.2	SUPP	54.4	68	58.7
6080	341	5404	137916	The Blue Coat School	 	ACC	0	0.0	0.01	0.99	1.0	0.96	1.0	0.98	73.5	14.5	14.7	22.1	22.2	NE	SUPP	73.7	74.6
7690	341	4425	104696	Broadgreen International School, A Technology College	 	FD	0	0.25	0.56	0.19	0.43	0.15	0.43	0.41	41.7	8.4	8.2	11.3	11.1	23	44.2	58.2	NA
8206	341	4792	104713	Broughton Hall Catholic High School	 	VA	0	0.1	0.5	0.39	0.64	0.23	0.62	0.6	50.5	11.3	9.5	13.1	15.4	25.8	46.2	62.7	NA
9074	341	4427	104698	Calderstones School	 	CY	0	0.19	0.51	0.29	0.58	0.37	0.58	0.46	46.2	10.3	9.6	13	12.8	22.6	44.9	63	NA
9528	341	4793	104714	Cardinal Heenan Catholic High School	 	VA	0	0.1	0.58	0.33	0.65	0.15	0.54	0.59	50.6	10.9	9.9	12.9	13.7	30.1	48	61.3	NA
11168	341	4001	138787	Childwall Sports & Science Academy	 	AC	0	0.22	0.62	0.16	0.42	0.04	0.44	0.38	41.4	9.2	7.9	9.8	10	29.3	41.4	58.2	NA
11554	341	6040	104730	Christian Fellowship School	 	IND	0	NP	NP	NP	0.7	0.33	0.66	0.5	51.2	10.8	9.8	14.9	15.7	NP	NP	NP	NA
14616	341	4797	136409	The De La Salle Academy	 	AC	0	0.3	0.53	0.18	0.2	0.1	0.4	0.2	39.9	10.2	6.9	10.3	10.9	23.4	44	56.1	NA
17428	341	6908	136119	Enterprise South Liverpool Academy	 	AC	0	0.24	0.61	0.16	0.31	0.04	0.28	0.31	37.7	7.5	8.5	7.7	7.8	24.4	36.4	60.7	NA
18186	341	4420	104692	Fazakerley High School	 	CY	0	0.17	0.57	0.27	0.47	0.19	0.48	0.42	43	9.8	8.4	11	12.4	27.9	41.6	56.7	NA
19804	341	4429	104700	Gateacre School	 	CY	0	0.26	0.53	0.21	0.42	0.09	0.37	0.34	41.7	9.9	7.9	10.4	12.5	26.7	43.4	56	NA
25172	341	4404	104688	Holly Lodge Girls' College	 	CY	0	0.19	0.58	0.23	0.52	0.16	0.46	0.42	44.1	9.9	9	11.1	8.7	26.9	45.2	55.6	NA
28230	341	4690	104703	King David High School	 	VA	0	0.13	0.47	0.4	0.87	0.38	0.82	0.81	59.7	12.9	12	16.8	14.7	38	58.1	68.8	NA
28526	341	4000	137675	King's Leadership Academy, Liverpool	 	AC	0	0.41	0.48	0.11	0.28	0.04	0.22	0.24	33.2	7.9	6.4	7.8	5.9	25.8	32.7	58.3	NA
31234	341	4004	139686	Liverpool College	 	AC	1	0.04	0.29	0.67	0.87	SUPP	0.82	0.77	58.6	12	12	17.7	15.6	SUPP	51.1	61.7	59.7
31236	341	6000	104722	Liverpool College International	 	IND	0	NP	NP	NP	0.0	NA	0.0	0.0	5.1	0	0	3.6	1.5	NP	NP	NP	NA
31238	341	4002	139588	Liverpool Life Sciences UTC	 	FUTC	0	0.12	0.46	0.42	0.62	0.11	0.59	0.54	51.5	10.6	10.8	14.4	12.6	35.7	46.2	60.9	NA
36892	341	6906	131065	North Liverpool Academy	 	AC	0	0.2	0.6	0.21	0.54	0.08	0.43	0.5	47.2	9.6	9.2	10.6	6.1	33.7	48.5	60.9	NA
37398	341	4782	104706	Notre Dame Catholic College	 	VA	0	0.19	0.59	0.22	0.53	0.34	0.49	0.48	45.1	10.1	8.7	11.7	11.3	26.6	44.6	63.7	NA
46592	341	5900	136735	St Edward's College	 	ACC	0	0.07	0.37	0.56	0.82	0.44	0.78	0.78	59.2	11.9	12.3	17.3	17	28.8	51.4	67	55.6
46786	341	5400	138463	St Francis Xavier's College	 	ACC	0	0.18	0.58	0.23	0.59	0.27	0.54	0.5	47.9	10.4	9.2	13.8	14.5	29.5	48.4	60.6	NA
47196	341	5403	104721	St Hilda's Church of England High School	 	VA	0	0.14	0.44	0.42	0.76	0.48	0.76	0.72	52.3	11.5	11	14.4	15.3	31.1	49.8	61.8	NA
47484	341	4794	104715	St John Bosco Arts College	 	VA	0	0.16	0.66	0.18	0.69	0.23	0.61	0.62	49.3	10.8	9.7	12.4	12	31.7	50.1	61.1	NA
48456	341	4790	104712	St Julie's Catholic High School	 	VA	0	0.11	0.64	0.26	0.65	0.2	0.59	0.56	48.3	11	9.7	11.4	14.1	31.6	47	59.7	NA
48786	341	5402	138850	St Margaret's Church of England Academy	 	ACC	0	0.06	0.41	0.53	0.73	0.28	0.74	0.68	52.7	11	10.7	15.1	15.9	37.8	45.9	59.6	NA
56112	341	4006	142128	The Studio @ Deyes	 	FSS	0								 	 	 	 	 	 	 	 	 
56114	341	4003	139589	The Studio School Liverpool	 	FSS	0	0.13	0.54	0.33	0.49	0.0	0.47	0.4	49.2	9.9	9.7	13.9	8.2	38.8	45.3	58.5	NA
60680	341	4306	138696	West Derby School	 	ACC	0	0.13	0.55	0.32	0.67	0.21	0.53	0.63	51.2	10.9	9.8	14.2	11.8	35.6	49	61.2	NA
13434	342	4101	104829	Cowley International College	 	CY	0	0.1	0.56	0.34	0.6	0.25	0.55	0.55	49.1	9.9	9.2	11.5	5.7	28.9	45.2	61.4	NA
14620	342	4714	104834	De La Salle School	 	VA	0	0.09	0.45	0.46	0.7	0.27	0.65	0.64	54	11.6	10.3	14.8	16.9	28.4	50.1	63.1	NA
23296	342	4051	104827	Haydock High School	 	CY	0	0.04	0.66	0.29	0.52	0.09	0.55	0.44	45.7	10	9.3	13	13.2	SUPP	41.8	58.9	NA
25854	342	4803	136421	Hope Academy	 	AC	0	0.18	0.5	0.32	0.58	0.12	0.5	0.51	47.3	10.3	9.3	12.1	12.8	28.2	45.8	60.3	NA
42248	342	4050	104826	Rainford High Technology College	 	CY	0	0.08	0.48	0.44	0.79	0.34	0.8	0.71	55.3	12.3	11.3	14.5	16.7	30.6	50.5	65.4	NA
42258	342	4104	104830	Rainhill High School	 	FD	0	0.05	0.47	0.47	0.68	0.43	0.66	0.66	55.7	11.3	10.8	15.3	14.3	39.7	50	63.2	NA
45518	342	4713	104833	St Augustine of Canterbury Catholic High School	 	VA	0	0.19	0.61	0.19	0.54	0.1	0.58	0.46	47.6	10.4	9	12.3	12.7	35.1	46.4	63.1	NA
46324	342	4801	104835	St Cuthbert's Catholic High School	 	VA	0	0.15	0.63	0.22	0.6	0.14	0.54	0.52	47	10.3	9.3	13.4	13.7	30	46.8	59.9	NA
47166	342	8000	130488	St Helens College	 	FESI	0	0.24	0.66	0.1	0.2	NA	0.2	0.15	37.4	9	6.1	5.6	3.7	33.9	36.3	SUPP	NA
56386	342	6905	136141	The Sutton Academy	 	AC	0	0.18	0.53	0.29	0.48	0.03	0.45	0.38	44.8	9.2	8.8	11.6	12.7	27.6	43.7	56.9	NA
58106	342	6001	104837	Tower College	 	IND	0	NP	NP	NP	0.92	0.0	0.84	0.83	63.4	13.4	12.8	18.4	18.8	NP	NP	NP	NA
5404	343	4108	137297	Birkdale High School	 	ACC	0	0.15	0.48	0.36	0.61	0.3	0.6	0.56	53.2	10	10.3	15.7	15.4	36.8	49.9	64.7	NA
11008	343	4105	137514	Chesterfield High School	 	ACC	0	0.09	0.62	0.29	0.53	0.3	0.54	0.5	51.6	10.9	8.6	14.9	9.6	29.6	49.7	62.6	NA
11494	343	4800	104964	Christ The King Catholic High School and Sixth Form Centre	 	VA	0	0.11	0.48	0.41	0.6	0.26	0.59	0.55	49.8	10.1	9.9	13.8	13.5	31.7	43.7	62.8	NA
15034	343	4100	137533	Deyes High School	 	ACC	0	0.06	0.5	0.44	0.75	0.35	0.65	0.69	54.9	10.9	10.6	16	15.5	31	51.1	62.3	NA
19026	343	4101	137436	Formby High School	 	ACC	0	0.1	0.48	0.42	0.79	0.24	0.76	0.73	54.1	11.8	10.8	14.7	15	30.3	50.5	63.5	NA
21350	343	4109	137604	Greenbank High School	 	ACC	0	0.08	0.56	0.36	0.77	0.55	0.73	0.73	57.5	12.6	10.7	16.6	17.1	38.9	54.5	66.7	NA
23260	343	4000	138260	The Hawthorne's Free School	 	F	0	0.16	0.65	0.19	0.5	0.15	0.46	0.47	44.3	9.8	8.4	12.8	11.3	29.7	43.4	58.3	41.9
24808	343	4002	141693	Hillside High School	 	AC	0	0.17	0.54	0.29	0.5	NA	0.5	0.45	45.3	10.1	8	13.8	12.3	31.2	43.1	58.2	NA
25418	343	4624	104962	Holy Family Catholic High School	 	VA	0	0.09	0.61	0.29	0.67	0.07	0.62	0.65	52.2	10.8	10.1	14.4	11.4	34.3	50.7	61.5	NA
26264	343	8000	130490	Hugh Baird College	 	FESI	0	0.29	0.64	0.07	0.02	NA	0.02	0.0	16.7	3.9	4	4.2	1.8	11.7	18.8	SUPP	NA
31042	343	4004	141694	Litherland High School	 	AC	0	0.19	0.53	0.28	0.5	NA	0.5	0.42	48.3	9.4	8.6	13.2	10.9	36.4	45.1	62.4	NA
32272	343	4113	137520	Maghull High School	 	ACC	0	0.14	0.45	0.41	0.49	0.26	0.52	0.39	43.9	9.5	9	11.3	11.7	25.6	39.3	55.1	NA
32918	343	4621	104960	Maricourt Catholic High School	 	VA	0	0.08	0.53	0.39	0.66	0.3	0.62	0.63	51.8	11.1	9.9	14.6	11.6	35.4	47.9	61	NA
33808	343	4110	104956	Meols Cop High School	 	CY	0	0.18	0.64	0.17	0.66	0.14	0.6	0.58	52	11.4	9.9	14.5	15.6	38.6	52	66.5	NA
33834	343	6129	104973	Merchant Taylors' Boys' School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	48.7	13.4	0	19.2	15.3	NP	NP	NP	NA
33836	343	6130	104974	Merchant Taylors Girls School	 	IND	0	NP	NP	NP	0.97	0.71	0.94	0.97	69.1	14.1	13.5	21	20.5	NP	NP	NP	NA
42356	343	4106	137612	Range High School	 	ACC	0	0.07	0.53	0.39	0.76	0.23	0.72	0.71	56	11	11.5	16.8	16.6	36.8	50.8	67.1	NA
44720	343	4623	104961	Sacred Heart Catholic College	 	VA	0	0.07	0.46	0.47	0.76	0.2	0.67	0.65	51.8	11.1	10.4	14.3	14.2	25.3	45.3	62.6	NA
49672	343	6128	104972	St Mary's College	 	IND	0	NP	NP	NP	0.97	0.52	0.78	0.91	65.7	13.7	12.5	19.2	18.7	NP	NP	NP	NA
50058	343	4001	141338	St Michael's Church of England High School	 	AC	0	0.16	0.59	0.25	0.52	NA	0.52	0.46	47.6	11	9.1	12.3	14.3	34.5	47.7	57.3	NA
52260	343	4611	104959	Savio Salesian College	 	VA	0	0.17	0.63	0.2	0.45	0.12	0.46	0.44	45	10	8	11.8	11.5	21.3	45.6	63.1	NA
55280	343	4003	104944	Stanley High School	 	CY	0	0.18	0.61	0.21	0.54	0.2	0.51	0.51	46.8	10.1	8.1	12.3	10.4	27.3	46.9	64.2	NA
56030	343	6001	104966	Streatham Schools	 	IND	0	NP	NP	NP	0.33	SUPP	0.44	0.33	44.3	10.3	8.3	11.5	14.2	NP	NP	NP	NA
4216	344	4070	105106	Bebington High Sports College	 	FD	0	0.22	0.6	0.18	0.47	0.04	0.44	0.43	40.6	9.7	7.8	8.8	9.4	25.3	42.5	53.8	NA
5416	344	6905	135877	Birkenhead High School Academy	 	AC	1	0.06	0.6	0.34	0.76	0.36	0.79	0.75	58.9	13.5	11	15.8	17.4	43.3	56.5	65.6	58.8
5418	344	4798	136411	Birkenhead Park School	 	AC	0	0.31	0.53	0.16	0.49	0.17	0.45	0.48	42.1	9.2	7.7	11.7	9.4	26.7	46.6	56.3	NA
5420	344	6023	105123	Birkenhead School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	54.9	0	13.8	21.5	13.4	NP	NP	NP	NA
9044	344	5400	139144	Calday Grange Grammar School	 	ACC	0	0.0	0.15	0.85	0.98	0.89	0.97	0.97	68.1	14.1	13.3	20.8	19.9	NE	61.9	69.4	NA
24632	344	4060	138355	Hilbre High School	 	ACC	0	0.16	0.66	0.17	0.53	0.1	0.49	0.46	45.5	9.3	9.2	12.5	12.1	24.2	47.5	58.1	NA
28816	344	6014	105121	Kingsmead School	 	IND	0	NP	NP	NP	0.84	0.08	0.61	0.76	50.9	11	11	14.2	14.6	NP	NP	NP	NA
28888	344	4000	141131	The Kingsway Academy	 	AC	0	0.3	0.59	0.11	0.22	NA	0.22	0.19	33.8	8.3	6.4	7.3	8.1	22.3	37.7	47.2	NA
35184	344	4066	105103	The Mosslands School	 	CY	0	0.15	0.61	0.24	0.54	0.11	0.41	0.5	50.6	10.8	9.4	13	9.1	35.6	50.1	61.8	49.6
38266	344	4067	136895	The Oldershaw Academy	 	ACC	0	0.22	0.6	0.19	0.52	0.07	0.48	0.45	43.2	9.5	8.6	10.1	11.1	28.7	44.2	58.6	NA
40338	344	4058	105101	Pensby High School	 	CY	0	0.13	0.66	0.21	0.62	0.16	0.55	0.51	49.6	10.2	9.3	13.7	9.9	34.9	49.7	60.4	NA
41276	344	4010	137130	Prenton High School for Girls	 	ACC	0	0.14	0.68	0.18	0.68	0.19	0.66	0.61	48.4	11.3	9.4	11.4	15	30.1	50.4	62	NA
43244	344	4018	105097	Ridgeway High School	 	FD	0	0.14	0.67	0.19	0.58	0.12	0.39	0.49	43	9.2	8.5	10.7	8.3	35.1	42	53.7	NA
45448	344	5900	136780	St Anselm's College	 	ACC	0	0.0	0.32	0.68	0.92	0.68	0.89	0.83	58.7	12	12.2	17.7	16.9	NE	53	61.1	62.5
47568	344	4605	139031	St John Plessington Catholic College	 	ACC	0	0.13	0.65	0.21	0.67	0.2	0.65	0.65	54.4	10.9	10	15.2	10.1	38.7	54.4	64.4	NA
54404	344	4071	105107	South Wirral High School	 	FD	0	0.16	0.58	0.26	0.59	0.16	0.52	0.53	48.7	10.6	9.1	13.2	13.6	32.5	48.1	60.2	45.5
59038	344	5901	137929	Upton Hall School FCJ	 	ACC	0	0.0	0.28	0.72	0.99	0.84	0.99	0.98	64.8	13.1	13.3	19.4	19.1	NE	55.6	68.3	NA
60288	344	4069	137815	Weatherhead High School	 	ACC	0	0.17	0.58	0.25	0.71	0.32	0.73	0.67	51.6	11.2	10.3	14.3	15.2	35.4	51.8	62.3	NA
60788	344	4056	137243	West Kirby Grammar School	 	ACC	0	0.0	0.14	0.86	0.98	0.67	0.98	0.97	68.4	14.1	13	20.4	20.9	NE	61.6	69.9	66.8
62872	344	5401	137476	Wirral Grammar School for Boys	 	ACC	0	0.0	0.13	0.87	0.97	0.75	0.97	0.97	66.7	13.5	13	20.5	18.5	NE	58.9	67.8	67.3
