DFE_NUMBER,URN,COHORT,OVERALL,EDUCATION,HE,TOP_3RD,OXBRIDGE,RUSSELL,OTHERHE,FE,OTHER_EDU,EMPLOYMENT,NOT_SUSTAINED,NOT_CAPTURED,APPREN,GAP,OVERALLPER,EDUCATIONPER,HEPER,TOP_3RDPER,OXBRIDGEPER,RUSSELLPER,OTHERHEPER,FEPER,OTHER_EDUPER,EMPLOYMENTPER,NOT_SUSTAINEDPER,NOT_CAPTUREDPER,APPRENPER,GAPPER
3025402,137386,203,174,150,141,93,SUPP,62,48,SUPP,SUPP,24,18,11,SUPP,9,86%,74%,69%,46%,SUPP,31%,24%,SUPP,SUPP,12%,9%,5%,SUPP,4%
3025403,101360,27,24,SUPP,20,4,0,SUPP,16,0,SUPP,SUPP,SUPP,SUPP,0,SUPP,89%,SUPP,74%,15%,0%,SUPP,59%,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
3025404,101361,122,115,108,104,92,7,72,12,4,0,7,SUPP,SUPP,0,SUPP,94%,89%,85%,75%,6%,59%,10%,3%,0%,6%,SUPP,SUPP,0%,SUPP
3025405,101362,140,123,110,102,45,SUPP,31,57,4,4,13,9,8,SUPP,10,88%,79%,73%,32%,SUPP,22%,41%,3%,3%,9%,6%,6%,SUPP,7%
3025406,136308,143,127,108,98,61,0,30,37,6,4,19,9,7,SUPP,9,89%,76%,69%,43%,0%,21%,26%,4%,3%,13%,6%,5%,SUPP,6%
3025407,101364,98,90,70,64,27,SUPP,19,37,SUPP,SUPP,20,8,0,4,SUPP,92%,71%,65%,28%,SUPP,19%,38%,SUPP,SUPP,20%,8%,0%,4%,SUPP
3025408,101365,69,61,51,37,9,0,3,28,SUPP,SUPP,10,3,5,3,SUPP,88%,74%,54%,13%,0%,4%,41%,SUPP,SUPP,14%,4%,7%,4%,SUPP
3025409,137539,107,31,11,7,SUPP,0,SUPP,SUPP,SUPP,SUPP,20,18,58,0,22,29%,10%,7%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,19%,17%,54%,0%,21%
3025427,135747,36,33,28,26,13,0,11,13,SUPP,SUPP,5,SUPP,SUPP,0,SUPP,92%,78%,72%,36%,0%,31%,36%,SUPP,SUPP,14%,SUPP,SUPP,0%,SUPP
3026905,134798,141,129,119,106,31,SUPP,22,75,8,5,10,SUPP,SUPP,SUPP,SUPP,91%,84%,75%,22%,SUPP,16%,53%,6%,4%,7%,SUPP,SUPP,SUPP,SUPP
3028000,130425,635,544,462,SUPP,SUPP,0,7,135,296,SUPP,82,62,29,22,6,86%,73%,SUPP,SUPP,0%,1%,21%,47%,SUPP,13%,10%,5%,3%,1%
3028600,130427,586,507,405,375,249,6,151,126,24,6,102,50,29,7,23,87%,69%,64%,42%,1%,26%,22%,4%,1%,17%,9%,5%,1%,4%
LA,302,3155,2705,2310,1850,1010,75,665,835,415,50,395,255,190,50,110,86%,73%,59%,32%,2%,21%,27%,13%,2%,13%,8%,6%,2%,3%
3034000,136369,226,211,189,174,117,3,72,57,SUPP,SUPP,22,SUPP,SUPP,8,8,93%,84%,77%,52%,1%,32%,25%,SUPP,SUPP,10%,SUPP,SUPP,4%,4%
3034001,137769,198,191,166,158,105,SUPP,61,53,SUPP,SUPP,25,4,3,6,9,96%,84%,80%,53%,SUPP,31%,27%,SUPP,SUPP,13%,2%,2%,3%,5%
3034002,137138,122,108,82,61,16,0,6,45,SUPP,SUPP,26,8,6,11,SUPP,89%,67%,50%,13%,0%,5%,37%,SUPP,SUPP,21%,7%,5%,9%,SUPP
3034008,137965,143,129,78,53,13,0,3,40,SUPP,SUPP,51,9,5,20,7,90%,55%,37%,9%,0%,2%,28%,SUPP,SUPP,36%,6%,3%,14%,5%
3034009,137423,181,168,142,132,95,4,57,37,10,0,26,9,4,5,10,93%,78%,73%,52%,2%,31%,20%,6%,0%,14%,5%,2%,3%,6%
3034021,136720,86,80,58,40,16,0,SUPP,24,15,3,22,SUPP,SUPP,7,SUPP,93%,67%,47%,19%,0%,SUPP,28%,17%,3%,26%,SUPP,SUPP,8%,SUPP
3034022,136330,85,71,52,35,8,0,SUPP,27,11,6,19,SUPP,SUPP,5,SUPP,84%,61%,41%,9%,0%,SUPP,32%,13%,7%,22%,SUPP,SUPP,6%,SUPP
3034030,138686,27,23,16,11,SUPP,0,SUPP,SUPP,SUPP,SUPP,7,4,0,SUPP,SUPP,85%,59%,41%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,26%,15%,0%,SUPP,SUPP
3034603,136538,90,82,66,48,13,0,3,35,12,6,16,5,3,3,4,91%,73%,53%,14%,0%,3%,39%,13%,7%,18%,6%,3%,3%,4%
3035403,136334,209,194,173,147,85,SUPP,39,62,9,17,21,10,5,8,7,93%,83%,70%,41%,SUPP,19%,30%,4%,8%,10%,5%,2%,4%,3%
3036905,133769,58,48,40,32,5,0,3,27,SUPP,SUPP,8,7,3,5,SUPP,83%,69%,55%,9%,0%,5%,47%,SUPP,SUPP,14%,12%,5%,9%,SUPP
LA,303,1530,1380,1100,915,475,10,250,440,140,45,280,110,35,90,SUPP,90%,72%,60%,31%,1%,16%,29%,9%,3%,18%,7%,2%,6%,SUPP
3044006,138457,129,113,109,104,48,SUPP,33,56,SUPP,SUPP,4,7,9,SUPP,5,88%,84%,81%,37%,SUPP,26%,43%,SUPP,SUPP,3%,5%,7%,SUPP,4%
3044033,133724,242,203,183,167,124,14,110,43,9,7,20,18,21,SUPP,15,84%,76%,69%,51%,6%,45%,18%,4%,3%,8%,7%,9%,SUPP,6%
3045400,136656,136,125,109,103,41,0,22,62,SUPP,SUPP,16,6,5,4,SUPP,92%,80%,76%,30%,0%,16%,46%,SUPP,SUPP,12%,4%,4%,3%,SUPP
3045402,137685,127,114,106,98,53,SUPP,28,45,8,0,8,8,5,3,SUPP,90%,83%,77%,42%,SUPP,22%,35%,6%,0%,6%,6%,4%,2%,SUPP
3045403,138609,73,58,48,44,23,SUPP,14,21,SUPP,SUPP,10,7,8,SUPP,5,79%,66%,60%,32%,SUPP,19%,29%,SUPP,SUPP,14%,10%,11%,SUPP,7%
3045404,137994,58,51,40,34,7,0,3,27,6,0,11,4,3,4,SUPP,88%,69%,59%,12%,0%,5%,47%,10%,0%,19%,7%,5%,7%,SUPP
3045405,138610,112,100,82,79,31,0,20,48,SUPP,SUPP,18,8,4,3,SUPP,89%,73%,71%,28%,0%,18%,43%,SUPP,SUPP,16%,7%,4%,3%,SUPP
3045406,101563,79,70,65,62,31,0,7,31,3,0,5,6,3,SUPP,SUPP,89%,82%,78%,39%,0%,9%,39%,4%,0%,6%,8%,4%,SUPP,SUPP
3045407,101564,24,23,SUPP,17,4,0,SUPP,13,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,96%,SUPP,71%,17%,0%,SUPP,54%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3045410,139319,110,101,SUPP,94,56,SUPP,36,38,SUPP,SUPP,SUPP,5,4,0,SUPP,92%,SUPP,85%,51%,SUPP,33%,35%,SUPP,SUPP,SUPP,5%,4%,0%,SUPP
3046905,134226,75,58,48,40,9,0,4,31,8,0,10,6,11,4,SUPP,77%,64%,53%,12%,0%,5%,41%,11%,0%,13%,8%,15%,5%,SUPP
3046907,135973,26,24,SUPP,22,4,0,SUPP,18,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,92%,SUPP,85%,15%,0%,SUPP,69%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3048002,130429,165,128,107,37,5,0,4,32,70,0,21,16,21,4,SUPP,78%,65%,22%,3%,0%,2%,19%,42%,0%,13%,10%,13%,2%,SUPP
LA,304,1425,1225,1090,940,445,20,290,495,130,20,135,105,100,35,SUPP,86%,76%,66%,31%,1%,20%,35%,9%,1%,9%,7%,7%,2%,SUPP
3054604,136466,120,107,84,68,17,0,10,51,16,0,23,4,9,7,8,89%,70%,57%,14%,0%,8%,43%,13%,0%,19%,3%,8%,6%,7%
3055400,136709,196,173,134,113,56,SUPP,26,57,SUPP,SUPP,39,17,6,SUPP,7,88%,68%,58%,29%,SUPP,13%,29%,SUPP,SUPP,20%,9%,3%,SUPP,4%
3055401,136464,124,112,77,66,16,0,SUPP,50,11,0,35,SUPP,SUPP,13,4,90%,62%,53%,13%,0%,SUPP,40%,9%,0%,28%,SUPP,SUPP,10%,3%
3055402,136586,278,248,213,191,101,SUPP,57,90,18,4,35,19,11,13,15,89%,77%,69%,36%,SUPP,21%,32%,6%,1%,13%,7%,4%,5%,5%
3055403,136517,173,151,119,96,42,0,15,54,17,6,32,13,9,13,8,87%,69%,55%,24%,0%,9%,31%,10%,3%,18%,8%,5%,8%,5%
3055405,136551,162,143,125,113,98,5,66,15,7,5,18,13,6,SUPP,SUPP,88%,77%,70%,60%,3%,41%,9%,4%,3%,11%,8%,4%,SUPP,SUPP
3055406,136281,62,54,40,33,5,0,SUPP,28,SUPP,SUPP,14,3,5,5,SUPP,87%,65%,53%,8%,0%,SUPP,45%,SUPP,SUPP,23%,5%,8%,8%,SUPP
3055407,136644,207,179,134,110,57,SUPP,29,53,SUPP,SUPP,45,18,10,17,18,86%,65%,53%,28%,SUPP,14%,26%,SUPP,SUPP,22%,9%,5%,8%,9%
3055408,136467,86,81,60,53,14,0,4,39,SUPP,SUPP,21,SUPP,SUPP,4,3,94%,70%,62%,16%,0%,5%,45%,SUPP,SUPP,24%,SUPP,SUPP,5%,3%
3055409,136545,97,84,46,39,9,0,SUPP,30,7,0,38,8,5,9,14,87%,47%,40%,9%,0%,SUPP,31%,7%,0%,39%,8%,5%,9%,14%
3055410,101676,183,172,154,151,SUPP,26,126,SUPP,SUPP,SUPP,18,5,6,SUPP,6,94%,84%,83%,SUPP,14%,69%,SUPP,SUPP,SUPP,10%,3%,3%,SUPP,3%
3055412,137006,174,167,131,107,42,0,24,65,SUPP,SUPP,36,7,0,6,6,96%,75%,61%,24%,0%,14%,37%,SUPP,SUPP,21%,4%,0%,3%,3%
3055413,136540,181,156,111,93,23,0,12,70,18,0,45,17,8,15,9,86%,61%,51%,13%,0%,7%,39%,10%,0%,25%,9%,4%,8%,5%
3055418,136355,175,156,107,97,42,SUPP,19,55,10,0,49,14,5,13,10,89%,61%,55%,24%,SUPP,11%,31%,6%,0%,28%,8%,3%,7%,6%
3055419,138114,63,55,34,18,6,SUPP,SUPP,12,10,6,21,5,3,9,6,87%,54%,29%,10%,SUPP,SUPP,19%,16%,10%,33%,8%,5%,14%,10%
3058000,130430,515,432,281,141,30,0,8,111,SUPP,SUPP,151,65,18,25,4,84%,55%,27%,6%,0%,2%,22%,SUPP,SUPP,29%,13%,3%,5%,1%
LA,305,2780,2460,1845,1485,705,35,400,780,330,30,615,220,105,155,120,88%,66%,53%,25%,1%,14%,28%,12%,1%,22%,8%,4%,5%,4%
3064000,139074,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3064031,138187,56,49,35,33,10,0,8,23,SUPP,SUPP,14,SUPP,SUPP,3,SUPP,88%,63%,59%,18%,0%,14%,41%,SUPP,SUPP,25%,SUPP,SUPP,5%,SUPP
3064600,101811,120,108,94,86,45,0,24,41,8,0,14,8,4,6,6,90%,78%,72%,38%,0%,20%,34%,7%,0%,12%,7%,3%,5%,5%
3064702,101814,14,14,SUPP,9,3,0,3,6,SUPP,SUPP,SUPP,0,0,0,SUPP,100%,SUPP,64%,21%,0%,21%,43%,SUPP,SUPP,SUPP,0%,0%,0%,SUPP
3064900,135416,608,530,457,408,126,SUPP,52,282,43,6,73,52,26,24,22,87%,75%,67%,21%,SUPP,9%,46%,7%,1%,12%,9%,4%,4%,4%
3065400,138178,98,88,71,63,23,0,13,40,8,0,17,6,4,7,SUPP,90%,72%,64%,23%,0%,13%,41%,8%,0%,17%,6%,4%,7%,SUPP
3065402,138221,88,79,66,56,14,0,5,42,5,5,13,4,5,SUPP,6,90%,75%,64%,16%,0%,6%,48%,6%,6%,15%,5%,6%,SUPP,7%
3065403,101821,56,52,40,39,10,0,6,29,SUPP,SUPP,12,SUPP,SUPP,0,SUPP,93%,71%,70%,18%,0%,11%,52%,SUPP,SUPP,21%,SUPP,SUPP,0%,SUPP
3065405,101823,135,123,111,105,83,3,57,22,SUPP,SUPP,12,7,5,0,9,91%,82%,78%,61%,2%,42%,16%,SUPP,SUPP,9%,5%,4%,0%,7%
3065406,137754,76,70,65,53,9,0,4,44,8,4,5,3,3,4,SUPP,92%,86%,70%,12%,0%,5%,58%,11%,5%,7%,4%,4%,5%,SUPP
3065407,137772,48,40,27,19,SUPP,0,SUPP,SUPP,8,0,13,4,4,4,SUPP,83%,56%,40%,SUPP,0%,SUPP,SUPP,17%,0%,27%,8%,8%,8%,SUPP
3065900,131280,64,56,48,34,SUPP,0,SUPP,SUPP,SUPP,SUPP,8,SUPP,SUPP,SUPP,SUPP,88%,75%,53%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,13%,SUPP,SUPP,SUPP,SUPP
3066900,101849,387,316,195,144,24,0,5,120,23,28,121,37,34,13,13,82%,50%,37%,6%,0%,1%,31%,6%,7%,31%,10%,9%,3%,3%
3066907,135654,24,21,SUPP,14,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,88%,SUPP,58%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3066909,135968,52,47,34,30,8,0,5,22,4,0,13,SUPP,SUPP,3,4,90%,65%,58%,15%,0%,10%,42%,8%,0%,25%,SUPP,SUPP,6%,8%
3066910,136203,19,15,SUPP,14,5,0,SUPP,9,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,79%,SUPP,74%,26%,0%,SUPP,47%,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
3068000,130432,348,261,194,86,15,0,3,71,104,4,67,64,23,9,SUPP,75%,56%,25%,4%,0%,1%,20%,30%,1%,19%,18%,7%,3%,SUPP
3068600,130433,346,295,226,183,19,0,4,164,27,16,69,36,15,19,13,85%,65%,53%,5%,0%,1%,47%,8%,5%,20%,10%,4%,5%,4%
3068601,130434,122,89,60,33,6,0,SUPP,27,4,23,29,23,10,4,3,73%,49%,27%,5%,0%,SUPP,22%,3%,19%,24%,19%,8%,3%,2%
LA,306,2690,2280,1785,1415,405,5,195,1010,265,105,490,270,145,100,85,85%,66%,53%,15%,SP,7%,38%,10%,4%,18%,10%,5%,4%,3%
3074020,101928,55,50,44,40,23,SUPP,8,17,SUPP,SUPP,6,SUPP,SUPP,SUPP,SUPP,91%,80%,73%,42%,SUPP,15%,31%,SUPP,SUPP,11%,SUPP,SUPP,SUPP,SUPP
3074030,101930,57,54,49,47,10,SUPP,6,37,SUPP,SUPP,5,3,0,SUPP,SUPP,95%,86%,82%,18%,SUPP,11%,65%,SUPP,SUPP,9%,5%,0%,SUPP,SUPP
3074031,137729,131,109,100,87,31,0,9,56,SUPP,SUPP,9,15,7,4,SUPP,83%,76%,66%,24%,0%,7%,43%,SUPP,SUPP,7%,11%,5%,3%,SUPP
3074035,101932,55,42,SUPP,36,12,0,6,24,SUPP,SUPP,SUPP,6,7,SUPP,SUPP,76%,SUPP,65%,22%,0%,11%,44%,SUPP,SUPP,SUPP,11%,13%,SUPP,SUPP
3074036,131310,45,38,30,27,11,0,SUPP,16,3,0,8,SUPP,SUPP,3,SUPP,84%,67%,60%,24%,0%,SUPP,36%,7%,0%,18%,SUPP,SUPP,7%,SUPP
3074602,137546,244,216,180,169,114,7,82,55,SUPP,SUPP,36,20,8,3,26,89%,74%,69%,47%,3%,34%,23%,SUPP,SUPP,15%,8%,3%,1%,11%
3074603,101934,153,144,120,105,41,0,18,64,10,5,24,4,5,5,7,94%,78%,69%,27%,0%,12%,42%,7%,3%,16%,3%,3%,3%,5%
3075400,101939,75,65,56,55,21,0,9,34,SUPP,SUPP,9,4,6,SUPP,SUPP,87%,75%,73%,28%,0%,12%,45%,SUPP,SUPP,12%,5%,8%,SUPP,SUPP
3075401,101940,243,216,182,158,74,SUPP,42,84,10,14,34,23,4,11,5,89%,75%,65%,30%,SUPP,17%,35%,4%,6%,14%,9%,2%,5%,2%
3075402,101941,134,111,99,84,24,0,14,60,6,9,12,10,13,SUPP,SUPP,83%,74%,63%,18%,0%,10%,45%,4%,7%,9%,7%,10%,SUPP,SUPP
3075403,137221,164,151,133,111,81,3,50,30,16,6,18,10,3,5,11,92%,81%,68%,49%,2%,30%,18%,10%,4%,11%,6%,2%,3%,7%
3075404,101943,16,14,SUPP,SUPP,SUPP,0,SUPP,10,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,88%,SUPP,SUPP,SUPP,0%,SUPP,63%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
3076905,134369,48,40,30,16,SUPP,0,SUPP,SUPP,6,8,10,SUPP,SUPP,4,SUPP,83%,63%,33%,SUPP,0%,SUPP,SUPP,13%,17%,21%,SUPP,SUPP,8%,SUPP
LA,307,1420,1250,1075,945,445,15,245,500,80,50,175,110,60,45,60,88%,76%,67%,31%,1%,17%,35%,6%,3%,12%,8%,4%,3%,4%
3084007,102043,84,80,75,55,17,0,6,38,SUPP,SUPP,5,SUPP,SUPP,0,3,95%,89%,65%,20%,0%,7%,45%,SUPP,SUPP,6%,SUPP,SUPP,0%,4%
3084015,136327,90,82,77,74,18,0,10,56,3,0,5,SUPP,SUPP,SUPP,4,91%,86%,82%,20%,0%,11%,62%,3%,0%,6%,SUPP,SUPP,SUPP,4%
3084026,102045,91,84,80,42,16,SUPP,12,26,8,30,4,4,3,5,SUPP,92%,88%,46%,18%,SUPP,13%,29%,9%,33%,4%,4%,3%,5%,SUPP
3084029,102047,154,139,110,89,41,0,28,48,10,11,29,11,4,SUPP,5,90%,71%,58%,27%,0%,18%,31%,6%,7%,19%,7%,3%,SUPP,3%
3084030,102048,94,88,81,70,26,SUPP,13,44,SUPP,SUPP,7,SUPP,SUPP,4,3,94%,86%,74%,28%,SUPP,14%,47%,SUPP,SUPP,7%,SUPP,SUPP,4%,3%
3084037,102049,110,100,82,57,16,0,8,41,14,11,18,SUPP,SUPP,SUPP,SUPP,91%,75%,52%,15%,0%,7%,37%,13%,10%,16%,SUPP,SUPP,SUPP,SUPP
3084038,102050,88,81,74,69,31,SUPP,9,38,SUPP,SUPP,7,SUPP,SUPP,SUPP,SUPP,92%,84%,78%,35%,SUPP,10%,43%,SUPP,SUPP,8%,SUPP,SUPP,SUPP,SUPP
3084043,132256,138,119,106,80,44,SUPP,30,36,8,18,13,12,7,4,SUPP,86%,77%,58%,32%,SUPP,22%,26%,6%,13%,9%,9%,5%,3%,SUPP
3084702,102052,48,43,35,31,13,0,8,18,SUPP,SUPP,8,SUPP,SUPP,SUPP,SUPP,90%,73%,65%,27%,0%,17%,38%,SUPP,SUPP,17%,SUPP,SUPP,SUPP,SUPP
3084706,102053,69,65,59,54,10,0,6,44,5,0,6,SUPP,SUPP,3,3,94%,86%,78%,14%,0%,9%,64%,7%,0%,9%,SUPP,SUPP,4%,4%
3085400,102055,228,207,192,177,154,23,131,23,11,4,15,11,10,SUPP,3,91%,84%,78%,68%,10%,57%,10%,5%,2%,7%,5%,4%,SUPP,1%
3085401,102056,47,36,31,26,10,0,SUPP,16,SUPP,SUPP,5,6,5,SUPP,SUPP,77%,66%,55%,21%,0%,SUPP,34%,SUPP,SUPP,11%,13%,11%,SUPP,SUPP
3085403,102058,66,61,54,49,19,SUPP,12,30,0,5,7,SUPP,SUPP,0,3,92%,82%,74%,29%,SUPP,18%,45%,0%,8%,11%,SUPP,SUPP,0%,5%
3085404,137094,89,78,67,65,24,SUPP,18,41,SUPP,SUPP,11,8,3,SUPP,SUPP,88%,75%,73%,27%,SUPP,20%,46%,SUPP,SUPP,12%,9%,3%,SUPP,SUPP
3086905,134311,64,57,46,37,6,0,3,31,SUPP,SUPP,11,7,0,5,4,89%,72%,58%,9%,0%,5%,48%,SUPP,SUPP,17%,11%,0%,8%,6%
3086906,135958,70,58,51,44,15,0,5,29,SUPP,SUPP,7,6,6,SUPP,SUPP,83%,73%,63%,21%,0%,7%,41%,SUPP,SUPP,10%,9%,9%,SUPP,SUPP
3086907,136147,89,76,70,61,5,SUPP,3,56,5,4,6,9,4,SUPP,SUPP,85%,79%,69%,6%,SUPP,3%,63%,6%,4%,7%,10%,4%,SUPP,SUPP
3086908,136157,35,26,SUPP,11,SUPP,0,SUPP,SUPP,7,SUPP,SUPP,5,4,SUPP,SUPP,74%,SUPP,31%,SUPP,0%,SUPP,SUPP,20%,SUPP,SUPP,14%,11%,SUPP,SUPP
3088300,130438,96,79,55,SUPP,SUPP,0,SUPP,10,40,SUPP,24,13,4,5,SUPP,82%,57%,SUPP,SUPP,0%,SUPP,10%,42%,SUPP,25%,14%,4%,5%,SUPP
LA,308,1750,1560,1370,1105,470,30,305,635,165,100,190,130,65,40,SUPP,89%,78%,63%,27%,2%,17%,36%,9%,6%,11%,7%,4%,2%,SUPP
3094029,102153,50,47,41,31,10,0,4,21,SUPP,SUPP,6,SUPP,SUPP,SUPP,3,94%,82%,62%,20%,0%,8%,42%,SUPP,SUPP,12%,SUPP,SUPP,SUPP,6%
3094030,102154,79,64,54,44,24,0,12,20,7,3,10,12,3,0,8,81%,68%,56%,30%,0%,15%,25%,9%,4%,13%,15%,4%,0%,10%
3094032,102156,217,175,149,122,90,6,63,32,17,10,26,24,18,3,25,81%,69%,56%,41%,3%,29%,15%,8%,5%,12%,11%,8%,1%,12%
3094036,137531,117,99,86,73,45,0,29,28,SUPP,SUPP,13,13,5,10,11,85%,74%,62%,38%,0%,25%,24%,SUPP,SUPP,11%,11%,4%,9%,9%
3094703,139362,138,108,99,83,19,0,11,64,12,4,9,23,7,6,SUPP,78%,72%,60%,14%,0%,8%,46%,9%,3%,7%,17%,5%,4%,SUPP
3094704,139363,207,175,152,110,15,0,5,95,SUPP,SUPP,23,25,7,8,SUPP,85%,73%,53%,7%,0%,2%,46%,SUPP,SUPP,11%,12%,3%,4%,SUPP
3096905,133386,77,60,56,51,13,0,SUPP,38,5,0,4,9,8,SUPP,3,78%,73%,66%,17%,0%,SUPP,49%,6%,0%,5%,12%,10%,SUPP,4%
3098004,130439,241,160,101,82,4,0,SUPP,78,SUPP,SUPP,59,60,21,8,SUPP,66%,42%,34%,2%,0%,SUPP,32%,SUPP,SUPP,24%,25%,9%,3%,SUPP
LA,309,1125,890,740,595,220,5,125,375,115,30,150,165,70,40,SUPP,79%,66%,53%,20%,1%,11%,33%,10%,3%,13%,15%,6%,3%,SUPP
3104020,137204,124,109,93,86,34,SUPP,20,52,SUPP,SUPP,16,9,6,4,SUPP,88%,75%,69%,27%,SUPP,16%,42%,SUPP,SUPP,13%,7%,5%,3%,SUPP
3104021,137075,67,62,SUPP,58,26,SUPP,17,32,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,93%,SUPP,87%,39%,SUPP,25%,48%,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
3104022,137199,55,48,SUPP,43,15,SUPP,6,28,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,87%,SUPP,78%,27%,SUPP,11%,51%,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
3104024,137028,181,163,145,132,75,5,51,57,7,6,18,13,5,6,7,90%,80%,73%,41%,3%,28%,31%,4%,3%,10%,7%,3%,3%,4%
3104026,102239,127,114,103,99,41,SUPP,23,58,SUPP,SUPP,11,9,4,SUPP,SUPP,90%,81%,78%,32%,SUPP,18%,46%,SUPP,SUPP,9%,7%,3%,SUPP,SUPP
3104027,137198,51,45,38,37,11,0,SUPP,26,SUPP,SUPP,7,SUPP,SUPP,SUPP,SUPP,88%,75%,73%,22%,0%,SUPP,51%,SUPP,SUPP,14%,SUPP,SUPP,SUPP,SUPP
3104032,137178,42,35,32,29,11,0,4,18,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,83%,76%,69%,26%,0%,10%,43%,SUPP,SUPP,7%,SUPP,SUPP,SUPP,SUPP
3104033,137177,37,32,28,25,10,0,4,15,3,0,4,SUPP,SUPP,SUPP,SUPP,86%,76%,68%,27%,0%,11%,41%,8%,0%,11%,SUPP,SUPP,SUPP,SUPP
3104900,135469,684,608,546,509,223,9,127,286,25,12,62,47,29,15,13,89%,80%,74%,33%,1%,19%,42%,4%,2%,9%,7%,4%,2%,2%
3108002,130440,466,384,323,253,45,0,9,208,SUPP,SUPP,61,59,23,14,3,82%,69%,54%,10%,0%,2%,45%,SUPP,SUPP,13%,13%,5%,3%,1%
3108005,131864,460,406,361,173,21,0,4,152,188,0,45,35,19,15,SUPP,88%,78%,38%,5%,0%,1%,33%,41%,0%,10%,8%,4%,3%,SUPP
3108600,130443,484,450,408,375,265,6,179,110,18,15,42,20,14,10,10,93%,84%,77%,55%,1%,37%,23%,4%,3%,9%,4%,3%,2%,2%
LA,310,2095,1850,1640,1310,555,15,320,755,300,30,210,160,85,55,25,88%,78%,63%,26%,1%,15%,36%,14%,1%,10%,8%,4%,3%,1%
3114600,137145,103,93,71,62,22,SUPP,9,40,9,0,22,3,7,6,3,90%,69%,60%,21%,SUPP,9%,39%,9%,0%,21%,3%,7%,6%,3%
3114700,137040,132,127,97,91,41,0,19,50,6,0,30,SUPP,SUPP,8,6,96%,73%,69%,31%,0%,14%,38%,5%,0%,23%,SUPP,SUPP,6%,5%
3115400,138326,56,53,42,28,10,SUPP,5,18,10,4,11,3,0,3,3,95%,75%,50%,18%,SUPP,9%,32%,18%,7%,20%,5%,0%,5%,5%
3115402,136600,225,214,172,160,107,3,63,53,9,3,42,7,4,10,9,95%,76%,71%,48%,1%,28%,24%,4%,1%,19%,3%,2%,4%,4%
3115403,137233,102,90,69,65,43,0,16,22,4,0,21,9,3,3,14,88%,68%,64%,42%,0%,16%,22%,4%,0%,21%,9%,3%,3%,14%
3116905,136090,28,23,18,14,SUPP,0,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,82%,64%,50%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,18%,SUPP,SUPP,SUPP,SUPP
3118000,130444,648,545,359,SUPP,SUPP,0,SUPP,114,235,SUPP,186,77,26,52,4,84%,55%,SUPP,SUPP,0%,SUPP,18%,36%,SUPP,29%,12%,4%,8%,1%
3118600,130445,1026,926,716,485,121,4,48,364,124,107,210,76,24,81,14,90%,70%,47%,12%,SP,5%,35%,12%,10%,20%,7%,2%,8%,1%
LA,311,2320,2070,1545,1025,355,10,165,675,400,115,525,180,65,165,SUPP,89%,67%,44%,15%,SP,7%,29%,17%,5%,23%,8%,3%,7%,SUPP
3124000,138368,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3124023,140748,59,57,47,40,11,SUPP,9,29,SUPP,SUPP,10,SUPP,SUPP,3,3,97%,80%,68%,19%,SUPP,15%,49%,SUPP,SUPP,17%,SUPP,SUPP,5%,5%
3124600,137407,128,120,96,75,42,SUPP,25,33,7,14,24,3,5,7,9,94%,75%,59%,33%,SUPP,20%,26%,5%,11%,19%,2%,4%,5%,7%
3124654,136329,50,48,43,41,18,0,5,23,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,96%,86%,82%,36%,0%,10%,46%,SUPP,SUPP,10%,SUPP,SUPP,SUPP,SUPP
